,supermarket,department,nom_drive,nom_driveUrl,city,adresse,latitude,longitude,lien_drive
477,Intermarche,56,Super Hennebont,Super_Hennebont,56700 Hennebont,11 Avenue François Miterrand-56700 Hennebont,47.809287,-3.262697,https://www.intermarche.com/magasins/07002/hennebont-56700/infos-pratiques
478,Intermarche,56,Super La Gacilly,Super_La_Gacilly,56200 La Gacilly,Les Villes Jeffs-56200 La Gacilly,47.77892,-2.126423,https://www.intermarche.com/magasins/10676/la-gacilly-56200/infos-pratiques
479,Intermarche,56,Super Landévant,Super_Landevant,56690 Landévant,Rue du Distro-56690 Landévant,47.759233,-3.121598,https://www.intermarche.com/magasins/50172/landevant-56690/infos-pratiques
480,Intermarche,56,Super Languidic,Super_Languidic,56440 Languidic,9 rue Jean Moulin-ZAC du Poulvern-56440 Languidic,47.831718,-3.158344,https://www.intermarche.com/magasins/04180/languidic-56440/infos-pratiques
481,Intermarche,56,Super Lorient,Super_Lorient,56100 Lorient,Rue Général De La Bolardière-Zac De Kerfichant-56100 Lorient,47.756175,-3.390183,https://www.intermarche.com/magasins/04248/lorient-56100/infos-pratiques
482,Intermarche,56,Contact Lorient,Contact_Lorient,56100 Lorient,Rue Robert Schumann-Centre Commercial Saint Armel-56100 Lorient,47.766712,-3.384476,https://www.intermarche.com/magasins/04629/lorient-56100/infos-pratiques
483,Intermarche,56,Super Lorient,Super_Lorient,56100 Lorient,Rue Alfred Dreyfus-Centre Commercial Lanveur-56100 Lorient,47.746381,-3.387609,https://www.intermarche.com/magasins/04502/lorient-56100/infos-pratiques
484,Intermarche,56,Super Merlevenez,Super_Merlevenez,56700 Merlevenez,ZA de Bellevue-56700 Merlevenez,47.737317,-3.226376,https://www.intermarche.com/magasins/50291/merlevenez-56700/infos-pratiques
485,Intermarche,56,Super Moréac,Super_Moreac,56500 Moréac,ZA de Bronut-56500 Moréac,47.89368,-2.836023,https://www.intermarche.com/magasins/04854/moreac-56500/infos-pratiques
486,Intermarche,56,Hyper Noyal Pontivy,Hyper_Noyal_Pontivy,56920 Noyal Pontivy,Route de Rohan-56920 Noyal Pontivy,48.11437,-2.804063,https://www.intermarche.com/magasins/04132_2/noyal-pontivy-56920/infos-pratiques
487,Intermarche,56,Contact Noyal-Pontivy,Contact_Noyal-Pontivy,56920 Noyal-Pontivy,Route de Rohan-ZI Kerguilloten-56920 Noyal-Pontivy,48.065669,-2.873499,https://www.intermarche.com/magasins/50194/noyal-pontivy-56920/infos-pratiques
488,Intermarche,56,Contact Ploemeur,Contact_Ploemeur,56270 Ploemeur,2 rue du Bois d'Amour-Bourg de Lomener-56270 Ploemeur,47.702418,-3.435106,https://www.intermarche.com/magasins/50263/ploemeur-56270/infos-pratiques
489,Intermarche,56,Super Ploeren,Super_Ploeren,56880 Ploeren,Avenue Éric Tabarly-56880 Ploeren,47.658819,-2.871142,https://www.intermarche.com/magasins/07868/ploeren-56880/infos-pratiques
490,Intermarche,56,Super Ploërmel,Super_Ploermel,56800 Ploërmel,2 Avenue de Chateaubriand-Route de Vannes-56800 Ploërmel,47.922724,-2.403805,https://www.intermarche.com/magasins/04350/ploermel-56800/infos-pratiques
491,Intermarche,56,Super Plouhinec,Super_Plouhinec,56680 Plouhinec,Rue du 19 Mars 1962-56680 Plouhinec,47.696946,-3.246907,https://www.intermarche.com/magasins/04106/plouhinec-56680/infos-pratiques
492,Intermarche,56,Super Plumeliau,Super_Plumeliau,56930 Plumeliau,Rue de la Libération-56930 Plumeliau,47.961823,-2.981941,https://www.intermarche.com/magasins/50166/plumeliau-56930/infos-pratiques
493,Intermarche,56,Hyper Pontivy,Hyper_Pontivy,56300 Pontivy,2 Avenue des Cités Unies-56300 Pontivy,48.051902,-2.957838,https://www.intermarche.com/magasins/04132/pontivy-56300/infos-pratiques
494,Intermarche,56,Hyper Pontivy,Hyper_Pontivy,56300 Pontivy,2 Avenue des Cités Unies-56300 Pontivy,48.06582,-2.966104,https://www.intermarche.com/magasins/04132_1/pontivy-56300/infos-pratiques
495,Intermarche,56,Express Pontivy,Express_Pontivy,56300 Pontivy,68 Rue Nationale-56300 Pontivy,48.065697,-2.96596,https://www.intermarche.com/magasins/04125/pontivy-56300/infos-pratiques
496,Intermarche,56,Super Questembert,Super_Questembert,56230 Questembert,Rue Bernard Palissy-Zone Commerciale de Lenruit-56230 Questembert,47.670434,-2.451973,https://www.intermarche.com/magasins/04501/questembert-56230/infos-pratiques
497,Intermarche,56,Super Reguiny,Super_Reguiny,56500 Reguiny,Rue du Chamoine Martin-56500 Reguiny,47.980112,-2.749726,https://www.intermarche.com/magasins/50219/reguiny-56500/infos-pratiques
498,Intermarche,56,Super Riantec,Super_Riantec,56670 Riantec,Bellevue du loch-Route de la croizetière-56670 Riantec,47.718568,-3.334919,https://www.intermarche.com/magasins/07898/riantec-56670/infos-pratiques
499,Intermarche,56,Super Rieux,Super_Rieux,56350 Rieux,2 rue de la briqueterie-56350 Rieux,47.630664,-2.101286,https://www.intermarche.com/magasins/04109/rieux-56350/infos-pratiques
500,Intermarche,56,Super Saint-Avé,Super_Saint-Ave,56890 Saint-Avé,4 Rue Marcel Dassault-Zi Kermelin-56890 Saint-Avé,47.681188,-2.736777,https://www.intermarche.com/magasins/04941/saint-ave-56890/infos-pratiques
501,Intermarche,56,Super Saint-Jean Brevelay,Super_Saint-Jean_Brevelay,56660 Saint-Jean Brevelay,9 Rue des hêtres-56660 Saint-Jean Brevelay,47.847021,-2.725049,https://www.intermarche.com/magasins/05031/saint-jean-brevelay-56660/infos-pratiques
502,Intermarche,56,Super Séné,Super_Sene,56860 Séné,Route De Nantes-56860 Séné,47.651926,-2.729798,https://www.intermarche.com/magasins/04334/sene-56860/infos-pratiques
503,Intermarche,56,Super Serent,Super_Serent,56460 Serent,Zone commerciale du Pont Saint-Pierre-56460 Serent,47.820942,-2.507404,https://www.intermarche.com/magasins/50218/serent-56460/infos-pratiques
504,Intermarche,56,Contact Sulniac,Contact_Sulniac,56250 Sulniac,Rue René Cassin-56250 Sulniac,47.675038,-2.568084,https://www.intermarche.com/magasins/05832/sulniac-56250/infos-pratiques
505,Intermarche,56,Super Surzur,Super_Surzur,56450 Surzur,Zone artisanale de Lobreont Sud-56450 Surzur,47.576678,-2.626483,https://www.intermarche.com/magasins/05986/surzur-56450/infos-pratiques
506,Intermarche,56,Super Vannes,Super_Vannes,56000 Vannes,6 avenue Georges Pompidou-56000 Vannes,47.664003,-2.766285,https://www.intermarche.com/magasins/04148/vannes-56000/infos-pratiques
507,Intermarche,18,Super Aubigny-sur-Nere,Super_Aubigny-sur-Nere,18700 Aubigny-sur-Nere,Route de Paris-18700 Aubigny-sur-Nere,47.49485,2.43942,https://www.intermarche.com/magasins/08648/aubigny-sur-nere-18700/infos-pratiques
508,Intermarche,18,Super Avord,Super_Avord,18520 Avord,Les Alouettes-2 rue Agnès Sorel-18520 Avord,47.032556,2.642051,https://www.intermarche.com/magasins/08136/avord-18520/infos-pratiques
509,Intermarche,18,Super Bourges,Super_Bourges,18000 Bourges,153 155 Rue Louis Mallet-Quartier des Danjons-18000 Bourges,47.081571,2.365183,https://www.intermarche.com/magasins/04805/bourges-18000/infos-pratiques
510,Intermarche,18,Super Châteaumeillant,Super_Chateaumeillant,18370 Châteaumeillant,Rue des Garennes-Les Giverlais-18370 Châteaumeillant,46.557754,2.205575,https://www.intermarche.com/magasins/01267/chateaumeillant-18370/infos-pratiques
511,Intermarche,18,Contact Châteauneuf-sur-Cher,Contact_Chateauneuf-sur-Cher,18190 Châteauneuf-sur-Cher,Route de Levet-18190 Châteauneuf-sur-Cher,46.859878,2.327735,https://www.intermarche.com/magasins/50175/chateauneuf-sur-cher-18190/infos-pratiques
512,Intermarche,18,Super Henrichemont,Super_Henrichemont,18250 Henrichemont,Rue de Verdun-18250 Henrichemont,47.301756,2.521552,https://www.intermarche.com/magasins/50338/henrichemont-18250/infos-pratiques
513,Intermarche,18,Super Mehun-sur-Yèvre,Super_Mehun-sur-Yevre,18500 Mehun-sur-Yèvre,ZAC des Aillis-Route De Bourges-18500 Mehun-sur-Yèvre,47.14193,2.244129,https://www.intermarche.com/magasins/04708/mehun-sur-yevre-18500/infos-pratiques
514,Intermarche,18,Contact Nérondes,Contact_Nerondes,18350 Nérondes,5 Route de Saint-Amand-18350 Nérondes,46.996548,2.817287,https://www.intermarche.com/magasins/50102/nerondes-18350/infos-pratiques
515,Intermarche,18,Express Saint Amand Montrond,Express_Saint_Amand_Montrond,18200 Saint Amand Montrond,17 Rue Henri Barbusse-18200 Saint Amand Montrond,46.722611,2.503452,https://www.intermarche.com/magasins/08025/saint-amand-montrond-18200/infos-pratiques
516,Intermarche,18,Hyper Saint-Amand Montrond,Hyper_Saint-Amand_Montrond,18200 Saint-Amand Montrond,Avenue du Général de Gaulle-Route de Bourges-18200 Saint-Amand Montrond,46.734361,2.491279,https://www.intermarche.com/magasins/08139/saint-amand-montrond-18200/infos-pratiques
517,Intermarche,18,Super Saint-Germain-du-Puy,Super_Saint-Germain-du-Puy,18390 Saint-Germain-du-Puy,1 Place du 8 Mai 1945-18390 Saint-Germain-du-Puy,47.09903,2.489508,https://www.intermarche.com/magasins/09980/saint-germain-du-puy-18390/infos-pratiques
518,Intermarche,18,Super Sancoins,Super_Sancoins,18600 Sancoins,Route de Saint-Pierre le Moutier-18600 Sancoins,46.832795,2.933325,https://www.intermarche.com/magasins/08590/sancoins-18600/infos-pratiques
519,Intermarche,18,Express St Doulchard,Express_St_Doulchard,18230 St Doulchard,208 Route D'orléans-18230 St Doulchard,47.105683,2.380182,https://www.intermarche.com/magasins/07474/st-doulchard-18230/infos-pratiques
520,Intermarche,18,Super Vierzon,Super_Vierzon,18100 Vierzon,Avenue de Lattre de Tasigny-18100 Vierzon,47.205313,2.071642,https://www.intermarche.com/magasins/08210/vierzon-18100/infos-pratiques
521,Intermarche,28,Contact Bailleau-le-Pin,Contact_Bailleau-le-Pin,28120 Bailleau-le-Pin,14 Rue de Beauce-28120 Bailleau-le-Pin,48.365024,1.330286,https://www.intermarche.com/magasins/03726/bailleau-le-pin-28120/infos-pratiques
522,Intermarche,28,Super Brou,Super_Brou,28160 Brou,1 Allée des Alouettes-28160 Brou,48.214848,1.179498,https://www.intermarche.com/magasins/03447/brou-28160/infos-pratiques
523,Intermarche,28,Super Champhol,Super_Champhol,28300 Champhol,30 Rue du Bois Musquet-28300 Champhol,48.472152,1.510259,https://www.intermarche.com/magasins/05977/champhol-28300/infos-pratiques
524,Intermarche,28,Super Chartres,Super_Chartres,28000 Chartres,Rue de Patay-Lieu Dit Les 3 Ponts-28000 Chartres,48.432632,1.492626,https://www.intermarche.com/magasins/05562/chartres-28000/infos-pratiques
525,Intermarche,28,Super Châteaudun,Super_Chateaudun,28200 Châteaudun,Terres Nouvelle Garenne-Centre Commercial Les Garennes-28200 Châteaudun,48.088909,1.336008,https://www.intermarche.com/magasins/03443/chateaudun-28200/infos-pratiques
526,Intermarche,28,Super Cherisy,Super_Cherisy,28500 Cherisy,Rue de Marsauceux-ZA des forts-28500 Cherisy,48.742372,1.424556,https://www.intermarche.com/magasins/05829/cherisy-28500/infos-pratiques
527,Intermarche,94,Express Chevilly-Larue,Express_Chevilly-Larue,94550 Chevilly-Larue,23 Rue Édith Piaf-94550 Chevilly-Larue,48.771967,2.361138,https://www.intermarche.com/magasins/08644/chevilly-larue-94550/infos-pratiques
528,Intermarche,28,Super Cloyes Sur Le Loir,Super_Cloyes_Sur_Le_Loir,28220 Cloyes Sur Le Loir,Za De La Grande Pièce D'aigron-28220 Cloyes Sur Le Loir,47.990065,1.257677,https://www.intermarche.com/magasins/07068/cloyes-sur-le-loir-28220/infos-pratiques
529,Intermarche,28,Super Fontaine la Guyon,Super_Fontaine_la_Guyon,28190 Fontaine la Guyon,Rue Pasteur-Lieu dit les deserts D24-28190 Fontaine la Guyon,48.474948,1.322426,https://www.intermarche.com/magasins/06621/fontaine-la-guyon-28190/infos-pratiques
530,Intermarche,28,Super Illiers Combray,Super_Illiers_Combray,28120 Illiers Combray,48 avenue Marcel Proust-28120 Illiers Combray,48.304507,1.256561,https://www.intermarche.com/magasins/03286/illiers-combray-28120/infos-pratiques
531,Intermarche,28,Super Janville,Super_Janville,28310 Janville,14 Avenue du Général de Gaulle-28310 Janville,48.19734,1.889488,https://www.intermarche.com/magasins/03308/janville-28310/infos-pratiques
532,Intermarche,28,Super La Bazoche-Gouet,Super_La_Bazoche-Gouet,28330 La Bazoche-Gouet,Route Authon-Lieu-dit La Gâte-28330 La Bazoche-Gouet,48.142473,0.973674,https://www.intermarche.com/magasins/50290/la-bazoche-gouet-28330/infos-pratiques
533,Intermarche,28,Super La Loupe,Super_La_Loupe,28240 La Loupe,1 Avenue de la Cerisaie-28240 La Loupe,48.475106,1.024595,https://www.intermarche.com/magasins/03133/la-loupe-28240/infos-pratiques
534,Intermarche,28,Super Les Villages Vovéens,Super_Les_Villages_Voveens,28150 Les Villages Vovéens,Rue Denis Papin Za Du Moulin De Geargeot-Voves Za Du Moulin De Geargeot-28150 Les Villages Vovéens,48.279914,1.621979,https://www.intermarche.com/magasins/07400/les-villages-voveens-28150/infos-pratiques
535,Intermarche,28,Super Maintenon,Super_Maintenon,28130 Maintenon,Route de Bouglainval-28130 Maintenon,48.581759,1.571225,https://www.intermarche.com/magasins/05564/maintenon-28130/infos-pratiques
536,Intermarche,28,Super Mainvilliers,Super_Mainvilliers,28300 Mainvilliers,20 Avenue Gambetta-28300 Mainvilliers,48.4533,1.470752,https://www.intermarche.com/magasins/03144/mainvilliers-28300/infos-pratiques
537,Intermarche,28,Contact Morancez,Contact_Morancez,28630 Morancez,Rue de Chavanne-28630 Morancez,48.406339,1.495946,https://www.intermarche.com/magasins/50222/morancez-28630/infos-pratiques
538,Intermarche,28,Super Nogent-le-Roi,Super_Nogent-le-Roi,28210 Nogent-le-Roi,Route d'Ormoy-Le Salut Notre Dame-28210 Nogent-le-Roi,48.639616,1.515987,https://www.intermarche.com/magasins/05565/nogent-le-roi-28210/infos-pratiques
539,Intermarche,28,Hyper Nogent-le-Rotrou,Hyper_Nogent-le-Rotrou,28400 Nogent-le-Rotrou,Rue de la Bruyère-Centre Commercial Du Perche-28400 Nogent-le-Rotrou,48.330103,0.805763,https://www.intermarche.com/magasins/06839/nogent-le-rotrou-28400/infos-pratiques
540,Intermarche,75,Express Paris,Express_Paris,75014 Paris,15 Rue Didot-75014 Paris,48.833577,2.321455,https://www.intermarche.com/magasins/10032/paris-75014/infos-pratiques
541,Intermarche,28,Super Saint-Georges-sur-Eure,Super_Saint-Georges-sur-Eure,28190 Saint-Georges-sur-Eure,Rue Plaine Dolmont-28190 Saint-Georges-sur-Eure,48.424509,1.3615,https://www.intermarche.com/magasins/03135/saint-georges-sur-eure-28190/infos-pratiques
542,Intermarche,28,Super Senonches,Super_Senonches,28250 Senonches,54 route de la Ferté Vidame-28250 Senonches,48.569565,1.024113,https://www.intermarche.com/magasins/03398/senonches-28250/infos-pratiques
543,Intermarche,36,Super Aigurande,Super_Aigurande,36140 Aigurande,La Combette-36140 Aigurande,46.437118,1.827689,https://www.intermarche.com/magasins/08113/aigurande-36140/infos-pratiques
544,Intermarche,36,Super Buzançais,Super_Buzancais,36500 Buzançais,Route de Beauvais-Lieu-dit Les Chaumes BP 12-36500 Buzançais,46.889204,1.402587,https://www.intermarche.com/magasins/08196/buzancais-36500/infos-pratiques
545,Intermarche,36,Super Chateauroux,Super_Chateauroux,36000 Chateauroux,371 avenue de Verdun-Rocade Sud - ZA Les Chevaliers-36000 Chateauroux,46.789541,1.704715,https://www.intermarche.com/magasins/06561/chateauroux-36000/infos-pratiques
546,Intermarche,36,Super Chatillon-sur-Indre,Super_Chatillon-sur-Indre,36700 Chatillon-sur-Indre,26 rue Jean Lurçat-36700 Chatillon-sur-Indre,46.986357,1.167244,https://www.intermarche.com/magasins/08372/chatillon-sur-indre-36700/infos-pratiques
547,Intermarche,36,Contact Ecueille,Contact_Ecueille,36240 Ecueille,Rue du 11 Novembre-36240 Ecueille,47.080987,1.346641,https://www.intermarche.com/magasins/50362/ecueille-36240/infos-pratiques
548,Intermarche,36,Super Issoudun,Super_Issoudun,36100 Issoudun,Rocade route de Bourges-36100 Issoudun,46.95176,2.00412,https://www.intermarche.com/magasins/08080/issoudun-36100/infos-pratiques
549,Intermarche,36,Super Le Magny,Super_Le_Magny,36400 Le Magny,18 rue des Ajoncs-36400 Le Magny,46.576322,1.975228,https://www.intermarche.com/magasins/08482/le-magny-36400/infos-pratiques
550,Intermarche,36,Super Saint-Marcel,Super_Saint-Marcel,36200 Saint-Marcel,Route de Saint-Marin-Argenton Sur Creuse-36200 Saint-Marcel,46.604573,1.50767,https://www.intermarche.com/magasins/02576/saint-marcel-36200/infos-pratiques
551,Intermarche,36,Super Valencay,Super_Valencay,36600 Valencay,Avenue de la Résistance-Route de Blois-36600 Valencay,47.163586,1.559375,https://www.intermarche.com/magasins/08127/valencay-36600/infos-pratiques
552,Intermarche,37,Super Blere,Super_Blere,37150 Blere,5 Avenue du 11 novembre-37150 Blere,47.325314,1.004242,https://www.intermarche.com/magasins/09366/blere-37150/infos-pratiques
553,Intermarche,37,Super Château Renault,Super_Chateau_Renault,37110 Château Renault,Rue du Petit Versailles-37110 Château Renault,47.590399,0.901576,https://www.intermarche.com/magasins/09826/chateau-renault-37110/infos-pratiques
554,Intermarche,37,Super Chaveignes,Super_Chaveignes,37120 Chaveignes,28 route de Tours-La grenouillère-37120 Chaveignes,47.020866,0.334346,https://www.intermarche.com/magasins/03263/chaveignes-37120/infos-pratiques
555,Intermarche,37,Super Descartes,Super_Descartes,37160 Descartes,Rue Jean Monnet-37160 Descartes,46.981031,0.692538,https://www.intermarche.com/magasins/01722/descartes-37160/infos-pratiques
556,Intermarche,37,Super Joue Les Tours,Super_Joue_Les_Tours,37300 Joue Les Tours,40 Rue De La Gitonnière-37300 Joue Les Tours,47.337514,0.656648,https://www.intermarche.com/magasins/09113/joue-les-tours-37300/infos-pratiques
557,Intermarche,37,Hyper La Riche,Hyper_La_Riche,37520 La Riche,Avenue du Couvent des Minimes-37520 La Riche,47.377001,0.654545,https://www.intermarche.com/magasins/10737/la-riche-37520/infos-pratiques
558,Intermarche,37,Super Notre Dame d'Oe,Super_Notre_Dame_d_Oe,37390 Notre Dame d'Oe,1 rue René Cassin-37390 Notre Dame d'Oe,47.43899,0.698736,https://www.intermarche.com/magasins/09117/notre-dame-d'oe-37390/infos-pratiques
559,Intermarche,37,Super Pocé Sur Cisse,Super_Poce_Sur_Cisse,37530 Pocé Sur Cisse,Boulevard Du Sevrage-La Ramée-37530 Pocé Sur Cisse,47.424948,0.9806,https://www.intermarche.com/magasins/09907/poce-sur-cisse-37530/infos-pratiques
560,Intermarche,37,Super Sainte-Maure de Touraine,Super_Sainte-Maure_de_Touraine,37800 Sainte-Maure de Touraine,Les rotes-ZAC Les Marchaux-37800 Sainte-Maure de Touraine,47.102593,0.614762,https://www.intermarche.com/magasins/09441/sainte-maure-de-touraine-37800/infos-pratiques
561,Intermarche,37,Retrait la poste Tours,Retrait_la_poste_Tours,37000 Tours,127 Rue Édouard Vaillant-37000 Tours,47.37964,0.708884,https://www.intermarche.com/magasins/07394_1/tours-37000/infos-pratiques
562,Intermarche,37,Super Tours,Super_Tours,37000 Tours,127 Rue Édouard Vaillant-37000 Tours,47.379275,0.709466,https://www.intermarche.com/magasins/01217/tours-37000/infos-pratiques
563,Intermarche,37,Express Tours,Express_Tours,37000 Tours,13 bis - 17 rue Charles Gille-37000 Tours,47.388493,0.690486,https://www.intermarche.com/magasins/07394/tours-37000/infos-pratiques
564,Intermarche,37,Super Veigné,Super_Veigne,37250 Veigné,2 rue Tivoli-Rn 10-37250 Veigné,47.292749,0.718846,https://www.intermarche.com/magasins/02757/veigne-37250/infos-pratiques
565,Intermarche,37,Super Véretz,Super_Veretz,37270 Véretz,62 Chemin De La Bussardière-37270 Véretz,47.350789,0.83038,https://www.intermarche.com/magasins/08032/veretz-37270/infos-pratiques
566,Intermarche,37,Super Yzeures-sur-Creuse,Super_Yzeures-sur-Creuse,37290 Yzeures-sur-Creuse,59 rue Pasteur-37290 Yzeures-sur-Creuse,46.78505,0.881399,https://www.intermarche.com/magasins/09513/yzeures-sur-creuse-37290/infos-pratiques
567,Intermarche,45,Super Amilly,Super_Amilly,45200 Amilly,64 rue des Bruyères-Lieu-dit Viroy-45200 Amilly,47.990516,2.769971,https://www.intermarche.com/magasins/06160/amilly-45200/infos-pratiques
568,Intermarche,45,Super Artenay,Super_Artenay,45410 Artenay,Za Autroche-45410 Artenay,48.081218,1.865659,https://www.intermarche.com/magasins/06104/artenay-45410/infos-pratiques
569,Intermarche,45,Super Bonnée,Super_Bonnee,45460 Bonnée,Centre Commercial Route De Paris-Cd 448 Saint Père-45460 Bonnée,47.789232,2.378175,https://www.intermarche.com/magasins/06360/bonnee-45460/infos-pratiques
570,Intermarche,45,Contact Cléry-Saint-André,Contact_Clery-Saint-Andre,45370 Cléry-Saint-André,Route Blois-45370 Cléry-Saint-André,47.813741,1.747544,https://www.intermarche.com/magasins/50294/clery-saint-andre-45370/infos-pratiques
571,Intermarche,45,Contact Corbeilles,Contact_Corbeilles,45490 Corbeilles,Route départementale 94-L'ormeau-45490 Corbeilles,48.054196,2.59977,https://www.intermarche.com/magasins/06871/corbeilles-45490/infos-pratiques
572,Intermarche,45,Contact Coullons,Contact_Coullons,45720 Coullons,Chemin de la Sablonnière-45720 Coullons,47.617468,2.494304,https://www.intermarche.com/magasins/50315/coullons-45720/infos-pratiques
573,Intermarche,45,Super Courtenay,Super_Courtenay,45320 Courtenay,9 Rue des Pâtureaux-45320 Courtenay,48.03889,3.053158,https://www.intermarche.com/magasins/06136/courtenay-45320/infos-pratiques
574,Intermarche,45,Super Dordives,Super_Dordives,45680 Dordives,Route de Château-Landon-45680 Dordives,48.151315,2.765356,https://www.intermarche.com/magasins/06946/dordives-45680/infos-pratiques
575,Intermarche,45,Super Fleury les Aubrais,Super_Fleury_les_Aubrais,45400 Fleury les Aubrais,19 rue Louis Labonne-45400 Fleury les Aubrais,47.92353,1.907974,https://www.intermarche.com/magasins/03695/fleury-les-aubrais-45400/infos-pratiques
576,Intermarche,45,Super La Chapelle Saint-Mesmin,Super_La_Chapelle_Saint-Mesmin,45380 La Chapelle Saint-Mesmin,19 route de Blois-45380 La Chapelle Saint-Mesmin,47.886354,1.828332,https://www.intermarche.com/magasins/02320/la-chapelle-saint-mesmin-45380/infos-pratiques
577,Intermarche,45,Super Le Malesherbois,Super_Le_Malesherbois,45330 Le Malesherbois,21 Rue Vauluizard-45330 Le Malesherbois,48.288783,2.398571,https://www.intermarche.com/magasins/05828/le-malesherbois-45330/infos-pratiques
578,Intermarche,45,Super Lorris,Super_Lorris,45260 Lorris,78 Faubourg d'Orléans-Cd 88-45260 Lorris,47.884265,2.500481,https://www.intermarche.com/magasins/06101/lorris-45260/infos-pratiques
579,Intermarche,45,Express Orleans,Express_Orleans,45000 Orleans,47 rue du Faubourg Bannier-45000 Orleans,47.911836,1.900217,https://www.intermarche.com/magasins/02353/orleans-45000/infos-pratiques
580,Intermarche,45,Contact Ouzouer-sur-Loire,Contact_Ouzouer-sur-Loire,45570 Ouzouer-sur-Loire,514 route d'Orléans-45570 Ouzouer-sur-Loire,47.770055,2.475408,https://www.intermarche.com/magasins/01987/ouzouer-sur-loire-45570/infos-pratiques
581,Intermarche,45,Super Patay,Super_Patay,45310 Patay,3 rue des Beaumonts-45310 Patay,48.046045,1.691505,https://www.intermarche.com/magasins/06182/patay-45310/infos-pratiques
582,Intermarche,45,Super Pithiviers le vieil,Super_Pithiviers_le_vieil,45300 Pithiviers le vieil,ZAC des Morailles-45300 Pithiviers le vieil,48.160514,2.227006,https://www.intermarche.com/magasins/06279/pithiviers-le-vieil-45300/infos-pratiques
583,Intermarche,45,Super Poilly lez Gien,Super_Poilly_lez_Gien,45500 Poilly lez Gien,Rue du 11 Novembre-45500 Poilly lez Gien,47.678059,2.594178,https://www.intermarche.com/magasins/06120/poilly-lez-gien-45500/infos-pratiques
584,Intermarche,45,Super Puiseaux,Super_Puiseaux,45390 Puiseaux,1 Rue de la Garenne-45390 Puiseaux,48.204891,2.456238,https://www.intermarche.com/magasins/06149/puiseaux-45390/infos-pratiques
585,Intermarche,45,Super Saint-Jean le Blanc,Super_Saint-Jean_le_Blanc,45650 Saint-Jean le Blanc,Route de Saint-Cyr en Val-45650 Saint-Jean le Blanc,47.879678,1.933841,https://www.intermarche.com/magasins/06134/saint-jean-le-blanc-45650/infos-pratiques
586,Intermarche,45,Super Saran,Super_Saran,45770 Saran,Rue Louis Aragon-ZAC de Vilepot-45770 Saran,47.933711,1.890247,https://www.intermarche.com/magasins/01523/saran-45770/infos-pratiques
587,Intermarche,45,Contact Vienne-en-Val,Contact_Vienne-en-Val,45510 Vienne-en-Val,Route de Tigy-45510 Vienne-en-Val,47.801095,2.139732,https://www.intermarche.com/magasins/50146/vienne-en-val-45510/infos-pratiques
588,Intermarche,45,Super Villemandeur,Super_Villemandeur,45700 Villemandeur,16 rue des Frères Lumière-ZAC de la Baraudière-45700 Villemandeur,47.972236,2.718228,https://www.intermarche.com/magasins/06131/villemandeur-45700/infos-pratiques
589,Intermarche,41,Super Beauce La Romaine,Super_Beauce_La_Romaine,41240 Beauce La Romaine,2 Bis Voie Romaine-Ouzouer Le Marché-41240 Beauce La Romaine,47.910186,1.518613,https://www.intermarche.com/magasins/50139/beauce-la-romaine-41240/infos-pratiques
590,Intermarche,41,Super Blois,Super_Blois,41000 Blois,16 avenue Gambetta-41000 Blois,47.583588,1.322182,https://www.intermarche.com/magasins/08121/blois-41000/infos-pratiques
591,Intermarche,41,Super Chailles,Super_Chailles,41120 Chailles,Rue de la Libération-41120 Chailles,47.522348,1.302807,https://www.intermarche.com/magasins/08131/chailles-41120/infos-pratiques
592,Intermarche,41,Super Herbault,Super_Herbault,41190 Herbault,Zone Commerciale de la Valstière-41190 Herbault,47.6041,1.14031,https://www.intermarche.com/magasins/05542/herbault-41190/infos-pratiques
593,Intermarche,41,Super Lamotte Beuvron,Super_Lamotte_Beuvron,41600 Lamotte Beuvron,93 Avenue de Vierzon-41600 Lamotte Beuvron,47.585806,2.025472,https://www.intermarche.com/magasins/08125/lamotte-beuvron-41600/infos-pratiques
594,Intermarche,41,Super Montoire-sur-le Loir,Super_Montoire-sur-le_Loir,41800 Montoire-sur-le Loir,avenue de la Paix-41800 Montoire-sur-le Loir,47.760095,0.879413,https://www.intermarche.com/magasins/08124/montoire-sur-le-loir-41800/infos-pratiques
595,Intermarche,41,Super Mont Près Chambord,Super_Mont_Pres_Chambord,41250 Mont Près Chambord,20 rue des morines-Z.A des Morines-41250 Mont Près Chambord,47.562137,1.449614,https://www.intermarche.com/magasins/08532/mont-pres-chambord-41250/infos-pratiques
596,Intermarche,41,Super Noyers-sur-Cher,Super_Noyers-sur-Cher,41140 Noyers-sur-Cher,12 rue André Boulle-ZA les plantes-41140 Noyers-sur-Cher,47.286151,1.373559,https://www.intermarche.com/magasins/08849/noyers-sur-cher-41140/infos-pratiques
597,Intermarche,41,Super Vendôme,Super_Vendome,41100 Vendôme,Route de Blois-Centre Commercial La Pierre Levée-41100 Vendôme,47.782365,1.067841,https://www.intermarche.com/magasins/08114/vendome-41100/infos-pratiques
598,Intermarche,41,Super Vineuil,Super_Vineuil,41350 Vineuil,7 rue Paul Valéry-41350 Vineuil,47.584291,1.375512,https://www.intermarche.com/magasins/08132/vineuil-41350/infos-pratiques
