index,supermarket,department,nom_drive,nom_driveUrl,city,adresse,latitude,longitude,lien_drive,lien_coord
217,Leclerc,44,Leclerc Saint-Père-en-Retz,Leclerc_Saint-Père-en-Retz, 44320 Saint-Père-en-Retz , 5 Le Pont Neuf 44320 Saint-Père-en-Retz ,47.21278,-2.05139,https://fd4-courses.leclercdrive.fr/magasin-344404-344404-saint-pere-en-retz.aspx,http://maps.google.fr/maps?q=47.21278,-2.05139
218,Leclerc,49,Leclerc Segré,Leclerc_Segré, 49500 Sainte-Gemmes-d'Andigné , rue du 8 Mai 1945 49500 Sainte-Gemmes-d'Andigné ,47.678974,-0.878815,https://fd13-courses.leclercdrive.fr/magasin-084901-084901-segre.aspx,http://maps.google.fr/maps?q=47.678974,-0.878815
219,Leclerc,56,Leclerc Auray,Leclerc_Auray, 56400 Auray , Impasse Jacques Cartier 56400 Auray ,47.661738,-3.005351,https://fd9-courses.leclercdrive.fr/magasin-175601-175601-auray.aspx,http://maps.google.fr/maps?q=47.661738,-3.005351
220,Leclerc,56,Leclerc Baud,Leclerc_Baud, 56150 Baud , ZA Ty er Douar 56150 Baud ,47.895895,-3.01492,https://fd10-courses.leclercdrive.fr/magasin-195602-195602-baud.aspx,http://maps.google.fr/maps?q=47.895895,-3.01492
221,Leclerc,56,Leclerc Hennebont,Leclerc_Hennebont, 56700 Hennebont , Rond point du Quimpéro 56700 Hennebont ,47.805855,-3.259377,https://fd3-courses.leclercdrive.fr/magasin-165611-165611-hennebont.aspx,http://maps.google.fr/maps?q=47.805855,-3.259377
222,Leclerc,56,Leclerc Josselin,Leclerc_Josselin, 56120 Josselin , 11 rue du Porhoët 56120 Josselin ,47.96218,-2.547213,https://fd16-courses.leclercdrive.fr/magasin-215611-215611-josselin.aspx,http://maps.google.fr/maps?q=47.96218,-2.547213
223,Leclerc,56,Leclerc Kervignac,Leclerc_Kervignac, 56700 Kervignac , Le champs de la patience 56700 Kervignac ,47.75707,-3.237973,https://fd3-courses.leclercdrive.fr/magasin-165601-165601-kervignac.aspx,http://maps.google.fr/maps?q=47.75707,-3.237973
224,Leclerc,56,Leclerc Larmor-Plage,Leclerc_Larmor-Plage, 56260 Larmor-Plage , Quélisoy 56260 Larmor-Plage ,47.728333,-3.382778,https://fd13-courses.leclercdrive.fr/magasin-205601-205601-larmor-plage.aspx,http://maps.google.fr/maps?q=47.728333,-3.382778
225,Leclerc,56,Leclerc Moréac,Leclerc_Moréac, 56500 Moréac , ZA Kerabuse 56500 Moréac ,47.900132,-2.837133,https://fd10-courses.leclercdrive.fr/magasin-195603-195603-moreac.aspx,http://maps.google.fr/maps?q=47.900132,-2.837133
226,Leclerc,56,Leclerc Ploërmel,Leclerc_Ploërmel, 56800 Ploërmel , 13 Rue du Lac 56800 Ploërmel ,47.93847,-2.405384,https://fd16-courses.leclercdrive.fr/magasin-215601-215601-ploermel.aspx,http://maps.google.fr/maps?q=47.93847,-2.405384
227,Leclerc,56,Leclerc Pontivy,Leclerc_Pontivy, 56300 Pontivy , Avenue de la libération 56300 Pontivy ,48.069536,-2.945946,https://fd10-courses.leclercdrive.fr/magasin-195601-195601-pontivy.aspx,http://maps.google.fr/maps?q=48.069536,-2.945946
228,Leclerc,56,Leclerc Quéven,Leclerc_Quéven, 56530 Queven , Rue de Kerlebert 56530 Queven ,47.789705,-3.420286,https://fd13-courses.leclercdrive.fr/magasin-235601-235601-queven.aspx,http://maps.google.fr/maps?q=47.789705,-3.420286
229,Leclerc,56,Leclerc Riantec,Leclerc_Riantec, 56750 Riantec , Lann Er Velin 56750 Riantec ,47.726306,-3.323021,https://fd12-courses.leclercdrive.fr/magasin-245601-245601-riantec.aspx,http://maps.google.fr/maps?q=47.726306,-3.323021
230,Leclerc,56,Leclerc Vannes,Leclerc_Vannes, 56000 Vannes , 141 avenue de la Marne 56000 Vannes ,47.659925,-2.794819,https://fd7-courses.leclercdrive.fr/magasin-155601-155601-vannes.aspx,http://maps.google.fr/maps?q=47.659925,-2.794819
231,Leclerc,44,Leclerc Guérande,Leclerc_Guérande, 44350 Guérande , 4 rue de Villejames 44350 Guérande ,47.325808,-2.413816,https://fd8-courses.leclercdrive.fr/magasin-354401-354401-guerande.aspx,http://maps.google.fr/maps?q=47.325808,-2.413816
233,Leclerc,18,Leclerc Bourges - Saint-Germain-du-Puy,Leclerc_Bourges_-_Saint-Germain-du-Puy, 18390 Saint-Germain-du-Puy , Allée Beaumarchais 18390 Saint-Germain-du-Puy ,47.097415,2.463512,https://fd2-courses.leclercdrive.fr/magasin-031801-031801-bourges---saint-germain-du-puy.aspx,http://maps.google.fr/maps?q=47.097415,2.463512
234,Leclerc,18,Leclerc Saint-Doulchard  Bourges,Leclerc_Saint-Doulchard__Bourges, 18230 Saint-Doulchard , 186 Route d'Orléans 18230 Saint-Doulchard ,47.106873,2.378832,https://fd2-courses.leclercdrive.fr/magasin-031811-031811-saint-doulchard-bourges.aspx,http://maps.google.fr/maps?q=47.106873,2.378832
235,Leclerc,18,Leclerc Vierzon,Leclerc_Vierzon, 18100 Vierzon , 1 Rue du Mouton 18100 Vierzon ,47.231572,2.087912,https://fd11-courses.leclercdrive.fr/magasin-011801-011801-vierzon.aspx,http://maps.google.fr/maps?q=47.231572,2.087912
236,Leclerc,41,Leclerc Relais Blois - Quartier Gare,Leclerc_Relais_Blois_-_Quartier_Gare, 41000 Blois , 1 Rue Ducoux 41000 Blois ,47.58449,1.32498,https://fd3-courses.leclercdrive.fr/magasin-034103-034103-relais-blois---quartier-gare.aspx,http://maps.google.fr/maps?q=47.58449,1.32498
237,Leclerc,36,Leclerc Relais Châteauroux,Leclerc_Relais_Châteauroux, 36000 Chateauroux , 4 Rue Diderot 36000 Chateauroux ,46.8105255,1.6914554,https://fd9-courses.leclercdrive.fr/magasin-013602-013602-relais-chateauroux.aspx,http://maps.google.fr/maps?q=46.8105255,1.6914554
238,Leclerc,36,Leclerc Relais Châtillon-sur-Indre,Leclerc_Relais_Châtillon-sur-Indre, 36700 Châtillon-sur-Indre , Route de Châteauroux 36700 Châtillon-sur-Indre ,46.97871,1.177815,https://fd12-courses.leclercdrive.fr/magasin-083702-083702-relais-chatillon-sur-indre.aspx,http://maps.google.fr/maps?q=46.97871,1.177815
239,Leclerc,36,Leclerc Saint-Maur  Cap-Sud,Leclerc_Saint-Maur__Cap-Sud, 36250 Saint-Maur  , 28 Avenue de l'Occitanie 36250 Saint-Maur,46.791225,1.662214,https://fd12-courses.leclercdrive.fr/magasin-043611-043611-saint-maur-cap-sud.aspx,http://maps.google.fr/maps?q=46.791225,1.662214
240,Leclerc,28,Leclerc Chartres,Leclerc_Chartres, 28000 Chartres , 3 Rue rene cassin 28000 Chartres ,48.4385021,1.5237884,https://fd10-courses.leclercdrive.fr/magasin-042801-042801-chartres.aspx,http://maps.google.fr/maps?q=48.4385021,1.5237884
241,Leclerc,28,Leclerc Dreux - Le Pré,Leclerc_Dreux_-_Le_Pré, 28100 Dreux , 103 Avenue du Général Leclerc 28100 Dreux ,48.742437,1.385822,https://fd13-courses.leclercdrive.fr/magasin-032811-032811-dreux---le-pre.aspx,http://maps.google.fr/maps?q=48.742437,1.385822
242,Leclerc,28,Leclerc Dreux - Les Bâtes,Leclerc_Dreux_-_Les_Bâtes, 28100 Dreux , Centre commercial des Bâtes 28100 Dreux ,48.736667,1.350556,https://fd13-courses.leclercdrive.fr/magasin-032801-032801-dreux---les-bates.aspx,http://maps.google.fr/maps?q=48.736667,1.350556
243,Leclerc,28,Leclerc Mainvilliers,Leclerc_Mainvilliers, 28300 Mainvilliers , Paul Emile Victor 28300 Mainvilliers ,48.4469,1.4375,https://fd10-courses.leclercdrive.fr/magasin-042811-042811-mainvilliers.aspx,http://maps.google.fr/maps?q=48.4469,1.4375
244,Leclerc,28,Leclerc Margon  Nogent-Le-Rotrou,Leclerc_Margon__Nogent-Le-Rotrou, 28400 Margon , Avenue de Paris 28400 Margon ,48.333609,0.834333,https://fd14-courses.leclercdrive.fr/magasin-052801-052801-margon-nogent-le-rotrou.aspx,http://maps.google.fr/maps?q=48.333609,0.834333
245,Leclerc,28,Leclerc Oulins  Anet,Leclerc_Oulins__Anet, 28260 Oulins , 11 route de houdan 28260 Oulins ,48.8687522,1.4751452,https://fd5-courses.leclercdrive.fr/magasin-010201-010201-oulins-anet.aspx,http://maps.google.fr/maps?q=48.8687522,1.4751452
246,Leclerc,28,Leclerc Saint-Denis-les-Ponts,Leclerc_Saint-Denis-les-Ponts, 28200 Saint-Denis-les-Ponts , Route du Mans 28200 Saint-Denis-les-Ponts ,48.065,1.3030555,https://fd13-courses.leclercdrive.fr/magasin-012801-012801-saint-denis-les-ponts.aspx,http://maps.google.fr/maps?q=48.065,1.3030555
247,Leclerc,91,Leclerc Angerville,Leclerc_Angerville, 91670 Angerville , 17 Avenue de Paris 91670 Angerville ,48.31656,2.00379,https://fd7-courses.leclercdrive.fr/magasin-129101-129101-angerville.aspx,http://maps.google.fr/maps?q=48.31656,2.00379
248,Leclerc,78,Leclerc Bois d'Arcy,Leclerc_Bois_d'Arcy, 78390 Bois d'Arcy , Avenue Georges Meliès - Rue Orson Wells 78390 Bois d'Arcy ,48.800999,2.008692,https://fd16-courses.leclercdrive.fr/magasin-127811-127811-bois-darcy.aspx,http://maps.google.fr/maps?q=48.800999,2.008692
250,Leclerc,27,Leclerc Evreux Lavoisier,Leclerc_Evreux_Lavoisier, 27000 Evreux , 893 Rue Lavoisier 27000 Evreux ,49.00025,1.14094,https://fd14-courses.leclercdrive.fr/magasin-102711-102711-evreux-lavoisier.aspx,http://maps.google.fr/maps?q=49.00025,1.14094
251,Leclerc,72,Leclerc Ferté-Bernard,Leclerc_Ferté-Bernard, 72400 La Ferté-Bernard , Avenue du Général de Gaulle 72400 La Ferté-Bernard ,48.184306,0.648803,https://fd12-courses.leclercdrive.fr/magasin-077201-077201-ferte-bernard.aspx,http://maps.google.fr/maps?q=48.184306,0.648803
252,Leclerc,72,Leclerc Relais Le Mans-Centre,Leclerc_Relais_Le_Mans-Centre, 72000 Le Mans , 34 Avenue François Mitterand 72000 Le Mans ,48.004926,0.19973,https://fd3-courses.leclercdrive.fr/magasin-047212-047212-relais-le-mans-centre.aspx,http://maps.google.fr/maps?q=48.004926,0.19973
253,Leclerc,27,Leclerc Verneuil-sur-Avre,Leclerc_Verneuil-sur-Avre, 27130 Verneuil-Sur-Avre , 634 rue Aristide Briand 27130 Verneuil-Sur-Avre ,48.737823,0.93917,https://fd13-courses.leclercdrive.fr/magasin-046102-046102-verneuil-sur-avre.aspx,http://maps.google.fr/maps?q=48.737823,0.93917
254,Leclerc,36,Leclerc Issoudun,Leclerc_Issoudun, 36100 Issoudun , Allée des ajoncs bleus 36100 Issoudun ,46.958933,2.002752,https://fd12-courses.leclercdrive.fr/magasin-033601-033601-issoudun.aspx,http://maps.google.fr/maps?q=46.958933,2.002752
255,Leclerc,36,Leclerc Le Blanc,Leclerc_Le_Blanc, 36300 Le Blanc , 131 avenue Gambetta 36300 Le Blanc ,46.641132,1.063153,https://fd14-courses.leclercdrive.fr/magasin-023601-023601-le-blanc.aspx,http://maps.google.fr/maps?q=46.641132,1.063153
256,Leclerc,36,Leclerc Saint-Maur - Route de Tours,Leclerc_Saint-Maur_-_Route_de_Tours, 36250 Saint-Maur , 208 avenue de Tours 36250 Saint-Maur ,46.820162,1.670474,https://fd9-courses.leclercdrive.fr/magasin-013601-013601-saint-maur---route-de-tours.aspx,http://maps.google.fr/maps?q=46.820162,1.670474
257,Leclerc,37,Leclerc Amboise,Leclerc_Amboise, 37400 Amboise , 19 avenue Emile Gounin 37400 Amboise ,47.398756,0.980696,https://fd11-courses.leclercdrive.fr/magasin-043701-043701-amboise.aspx,http://maps.google.fr/maps?q=47.398756,0.980696
258,Leclerc,86,Leclerc Châtellerault,Leclerc_Châtellerault, 86100 Châtellerault , 26 rue Louis Blériot 86100 Châtellerault ,46.8452,0.547718,https://fd6-courses.leclercdrive.fr/magasin-058601-058601-chatellerault.aspx,http://maps.google.fr/maps?q=46.8452,0.547718
259,Leclerc,37,Leclerc Chinon,Leclerc_Chinon, 37500 Chinon , 50 rue Georges Guynemer 37500 Chinon ,47.18367,0.26442,https://fd7-courses.leclercdrive.fr/magasin-063701-063701-chinon.aspx,http://maps.google.fr/maps?q=47.18367,0.26442
260,Leclerc,37,Leclerc La Ville-aux-Dames,Leclerc_La_Ville-aux-Dames, 37700 La Ville-Aux-Dames , Rue Marie de Lorraine 37700 La Ville-Aux-Dames ,47.395931,0.78607,https://fd9-courses.leclercdrive.fr/magasin-053701-053701-la-ville-aux-dames.aspx,http://maps.google.fr/maps?q=47.395931,0.78607
261,Leclerc,87,Leclerc Limoges - Wagner,Leclerc_Limoges_-_Wagner, 87000 Limoges , 26 Rue Wagner 87000 Limoges ,45.818471,1.248877,https://fd5-courses.leclercdrive.fr/magasin-028721-028721-limoges---wagner.aspx,http://maps.google.fr/maps?q=45.818471,1.248877
262,Leclerc,86,Leclerc Relais Poitiers Campus Parcobus Champlain,Leclerc_Relais_Poitiers_Campus_Parcobus_Champlain, 86000 Poitiers , Chemin de la Carrière 86000 Poitiers ,46.56851,0.38881,https://fd1-courses.leclercdrive.fr/magasin-038603-038603-relais-poitiers-campus-parcobus-champlain.aspx,http://maps.google.fr/maps?q=46.56851,0.38881
263,Leclerc,86,Leclerc Relais Poitiers La Gare,Leclerc_Relais_Poitiers_La_Gare, 86000 Poitiers , 1 Boulevard Pont Achard 86000 Poitiers ,46.58185,0.33366,https://fd1-courses.leclercdrive.fr/magasin-038604-038604-relais-poitiers-la-gare.aspx,http://maps.google.fr/maps?q=46.58185,0.33366
264,Leclerc,86,Leclerc Relais Poitiers Omnisport Saint-Eloi,Leclerc_Relais_Poitiers_Omnisport_Saint-Eloi, 86000 Poitiers , Avenue de la Fraternité 86000 Poitiers ,46.591016,0.384628,https://fd1-courses.leclercdrive.fr/magasin-038605-038605-relais-poitiers-omnisport-saint-eloi.aspx,http://maps.google.fr/maps?q=46.591016,0.384628
265,Leclerc,37,Leclerc Chambray-lès-Tours,Leclerc_Chambray-lès-Tours, 37170 Chambray les Tours , Rond point de l'hippodrome 37170 Chambray les Tours ,47.3289993,0.7037276,https://fd10-courses.leclercdrive.fr/magasin-023701-023701-chambray-les-tours.aspx,http://maps.google.fr/maps?q=47.3289993,0.7037276
266,Leclerc,37,Leclerc La Riche,Leclerc_La_Riche, 37520 La riche , 53 boulevard louis XI 37520 La riche ,47.376659,0.661154,https://fd2-courses.leclercdrive.fr/magasin-073701-073701-la-riche.aspx,http://maps.google.fr/maps?q=47.376659,0.661154
267,Leclerc,37,Leclerc Langeais,Leclerc_Langeais, 37130 Langeais , 12 Rue Marie Curie 37130 Langeais ,47.332199,0.426558,https://fd2-courses.leclercdrive.fr/magasin-073703-073703-langeais.aspx,http://maps.google.fr/maps?q=47.332199,0.426558
268,Leclerc,37,Leclerc Loches,Leclerc_Loches, 37600 Loches , 82 avenue Aristide Briand 37600 Loches ,47.114062,1.003527,https://fd12-courses.leclercdrive.fr/magasin-083701-083701-loches.aspx,http://maps.google.fr/maps?q=47.114062,1.003527
269,Leclerc,37,Leclerc Relais Tours les Halles,Leclerc_Relais_Tours_les_Halles, 37000 Tours , 10 Place Gaston Paillhou 37000 Tours ,47.392278,0.680946,https://fd2-courses.leclercdrive.fr/magasin-073702-073702-relais-tours-les-halles.aspx,http://maps.google.fr/maps?q=47.392278,0.680946
270,Leclerc,37,Leclerc Tours Nord,Leclerc_Tours_Nord, 37100 Tours , 23-25 rue Arthur Rimbaud 37100 Tours ,47.4282815,0.7100018,https://fd14-courses.leclercdrive.fr/magasin-033701-033701-tours-nord.aspx,http://maps.google.fr/maps?q=47.4282815,0.7100018
271,Leclerc,86,Leclerc Loudun,Leclerc_Loudun, 86202 Loudun , Rue du bon endroit 86202 Loudun ,47.008272,0.090702,https://fd9-courses.leclercdrive.fr/magasin-098601-098601-loudun.aspx,http://maps.google.fr/maps?q=47.008272,0.090702
272,Leclerc,49,Leclerc Saumur,Leclerc_Saumur, 49400 Saumur , Boulevard du Général Weygand 49400 Saumur ,47.26384,-0.091099,https://fd12-courses.leclercdrive.fr/magasin-094901-094901-saumur.aspx,http://maps.google.fr/maps?q=47.26384,-0.091099
273,Leclerc,41,Leclerc Blois,Leclerc_Blois, 41000 Blois , 116 av de Chateaudun 41000 Blois ,47.606753,1.327431,https://fd3-courses.leclercdrive.fr/magasin-034101-034101-blois.aspx,http://maps.google.fr/maps?q=47.606753,1.327431
274,Leclerc,41,Leclerc Romorantin,Leclerc_Romorantin, 41200 Pruniers en Sologne , ZAC des patureaux 41200 Pruniers en Sologne ,47.36788223,1.71209693,https://fd14-courses.leclercdrive.fr/magasin-024101-024101-romorantin.aspx,http://maps.google.fr/maps?q=47.36788223,1.71209693
275,Leclerc,41,Leclerc Saint-Gervais-la-Forêt  Blois,Leclerc_Saint-Gervais-la-Forêt__Blois, 41350 St-Gervais-la-Foret , 60 rue de la fédération 41350 St-Gervais-la-Foret ,47.566073,1.370072,https://fd3-courses.leclercdrive.fr/magasin-034102-034102-saint-gervais-la-foret-blois.aspx,http://maps.google.fr/maps?q=47.566073,1.370072
276,Leclerc,41,Leclerc Vendôme,Leclerc_Vendôme, 41100 Vendôme , 15 boulevard de l'industrie 41100 Vendôme ,47.801038,1.044511,https://fd14-courses.leclercdrive.fr/magasin-014101-014101-vendome.aspx,http://maps.google.fr/maps?q=47.801038,1.044511
277,Leclerc,41,Leclerc Vendôme Route de Blois,Leclerc_Vendôme_Route_de_Blois, 41100 Vendôme , 1 rue Marc Seguin 41100 Vendôme ,47.777748,1.077476,https://fd14-courses.leclercdrive.fr/magasin-014102-014102-vendome-route-de-blois.aspx,http://maps.google.fr/maps?q=47.777748,1.077476
278,Leclerc,45,Leclerc Amilly,Leclerc_Amilly, 45200 Amilly , 155 route de Saint-Firmin des Vignes 45200 Amilly ,47.97389,2.73972,https://fd8-courses.leclercdrive.fr/magasin-054501-054501-amilly.aspx,http://maps.google.fr/maps?q=47.97389,2.73972
279,Leclerc,45,Leclerc Chécy,Leclerc_Chécy, 45430 Chécy , 5 rue Jean Bertin 45430 Chécy ,47.9041386,2.0310448,https://fd11-courses.leclercdrive.fr/magasin-094501-094501-checy.aspx,http://maps.google.fr/maps?q=47.9041386,2.0310448
280,Leclerc,45,Leclerc Fleury-les-Aubrais,Leclerc_Fleury-les-Aubrais, 45400 Fleury-les-Aubrais , 12 rue André Dessaux 45400 Fleury-les-Aubrais ,47.9293563,1.89736,https://fd9-courses.leclercdrive.fr/magasin-034501-034501-fleury-les-aubrais.aspx,http://maps.google.fr/maps?q=47.9293563,1.89736
281,Leclerc,45,E.Leclerc RELAIS Ingrannes,E.Leclerc_RELAIS_Ingrannes, 45450 Ingrannes , Rue de la Maire 45450 Ingrannes ,47.99103,2.21126,https://fd11-courses.leclercdrive.fr/magasin-094501-001047-checy.aspx,http://maps.google.fr/maps?q=47.99103,2.21126
282,Leclerc,45,Leclerc Malesherbes,Leclerc_Malesherbes, 45330 Malesherbes , Rue de Vauluizard 45330 Malesherbes ,48.29083,2.39778,https://fd13-courses.leclercdrive.fr/magasin-814501-814501-malesherbes.aspx,http://maps.google.fr/maps?q=48.29083,2.39778
283,Leclerc,45,Leclerc Meung-sur-Loire,Leclerc_Meung-sur-Loire, 45130 Meung-sur-Loire , Rue 2ème Avenue 45130 Meung-sur-Loire ,47.82444,1.68056,https://fd8-courses.leclercdrive.fr/magasin-064502-064502-meung-sur-loire.aspx,http://maps.google.fr/maps?q=47.82444,1.68056
284,Leclerc,45,Leclerc Olivet La Source,Leclerc_Olivet_La_Source, 45160 Olivet , Rue flandres Dunkerques 45160 Olivet ,47.83763,1.91448,https://fd1-courses.leclercdrive.fr/magasin-044501-044501-olivet-la-source.aspx,http://maps.google.fr/maps?q=47.83763,1.91448
285,Leclerc,45,Leclerc Orléans,Leclerc_Orléans, 45000 Orléans , 21 Avenue des Droits de l'homme 45000 Orléans ,47.9206846,1.9248522,https://fd9-courses.leclercdrive.fr/magasin-034511-034511-orleans.aspx,http://maps.google.fr/maps?q=47.9206846,1.9248522
286,Leclerc,45,Leclerc Pithiviers,Leclerc_Pithiviers, 45300 Pithiviers , Avenue du 11 Novembre 45300 Pithiviers ,48.188879,2.247949,https://fd13-courses.leclercdrive.fr/magasin-814502-814502-pithiviers.aspx,http://maps.google.fr/maps?q=48.188879,2.247949
287,Leclerc,45,E.Leclerc RELAIS Saint Martin d'Abbat,E.Leclerc_RELAIS_Saint_Martin_d'Abbat, 45110 Saint-Martin-d'Abbat , 10 Place de la Mairie 45110 Saint-Martin-d'Abbat ,47.85655,2.26647,https://fd11-courses.leclercdrive.fr/magasin-094501-001046-checy.aspx,http://maps.google.fr/maps?q=47.85655,2.26647
288,Leclerc,45,Leclerc Saint-Jean-de-la-Ruelle,Leclerc_Saint-Jean-de-la-Ruelle, 45140 Saint-Jean-de-la-Ruelle , 2 rue Lucien Bois 45140 Saint-Jean-de-la-Ruelle ,47.915908,1.868721,https://fd9-courses.leclercdrive.fr/magasin-034521-034521-saint-jean-de-la-ruelle.aspx,http://maps.google.fr/maps?q=47.915908,1.868721
289,Leclerc,45,E.Leclerc RELAIS Sully La Chapelle,E.Leclerc_RELAIS_Sully_La_Chapelle, 45450 Sully La Chapelle , Place de l'Eglise 45450 Sully La Chapelle ,47.97597,2.1822,https://fd11-courses.leclercdrive.fr/magasin-094501-001048-checy.aspx,http://maps.google.fr/maps?q=47.97597,2.1822
290,Leclerc,45,Leclerc Tavers  Beaugency,Leclerc_Tavers__Beaugency, 45190 Tavers , 11 RN 152 45190 Tavers ,47.768493,1.613209,https://fd8-courses.leclercdrive.fr/magasin-064501-064501-tavers-beaugency.aspx,http://maps.google.fr/maps?q=47.768493,1.613209
291,Leclerc,20,Leclerc Ajaccio Rocade,Leclerc_Ajaccio_Rocade, 20000 Ajaccio , Boulevard l'Abbé Recco 20000 Ajaccio ,41.935815,8.733363,https://fd5-courses.leclercdrive.fr/magasin-982002-982002-ajaccio-rocade.aspx,http://maps.google.fr/maps?q=41.935815,8.733363
292,Leclerc,20,Leclerc Grand Ajaccio Baléone,Leclerc_Grand_Ajaccio_Baléone, 20167 Sarrola Carcopino , ZI de Baléone 20167 Sarrola Carcopino ,41.95696101,8.80099301,https://fd5-courses.leclercdrive.fr/magasin-982001-982001-grand-ajaccio-baleone.aspx,http://maps.google.fr/maps?q=41.95696101,8.80099301
293,Leclerc,20,Leclerc Relais Cours Napoléon Coeur de ville,Leclerc_Relais_Cours_Napoléon_Coeur_de_ville, 20000 Ajaccio , 45 Cours Napoléon 20000 Ajaccio ,41.92401,8.7376,https://fd5-courses.leclercdrive.fr/magasin-982003-982003-relais-cours-napoleon-coeur-de-ville.aspx,http://maps.google.fr/maps?q=41.92401,8.7376
294,Leclerc,20,Leclerc Relais Porticcio,Leclerc_Relais_Porticcio, 20166 Porticcio , 26 Pôle d'activités de Porticcio 20166 Porticcio ,41.89328,8.8062,https://fd5-courses.leclercdrive.fr/magasin-982004-982004-relais-porticcio.aspx,http://maps.google.fr/maps?q=41.89328,8.8062
295,Leclerc,20,Leclerc Bastia,Leclerc_Bastia, 20600 Bastia , Avenue Sampiero Corso 20600 Bastia ,42.665342,9.440429,https://fd10-courses.leclercdrive.fr/magasin-932001-932001-bastia.aspx,http://maps.google.fr/maps?q=42.665342,9.440429
296,Leclerc,20,Leclerc Corbara,Leclerc_Corbara, 20220 Corbara , Lieu-Dit Prato 20220 Corbara ,42.610318,8.888519,https://fd16-courses.leclercdrive.fr/magasin-952001-952001-corbara.aspx,http://maps.google.fr/maps?q=42.610318,8.888519
297,Leclerc,20,Leclerc Relais Lumio,Leclerc_Relais_Lumio, 20260 Lumio , Route Nationale 20260 Lumio ,42.563857,8.807329,https://fd16-courses.leclercdrive.fr/magasin-952002-952002-relais-lumio.aspx,http://maps.google.fr/maps?q=42.563857,8.807329
298,Leclerc,08,Leclerc Sedan,Leclerc_Sedan, 08200 Sedan , 14 Avenue Pasteur 08200 Sedan ,49.6976911,4.927422,https://fd12-courses.leclercdrive.fr/magasin-020801-020801-sedan.aspx,http://maps.google.fr/maps?q=49.6976911,4.927422
299,Leclerc,08,Leclerc Vouziers,Leclerc_Vouziers, 08400 Vouziers , Zi Du Blanc Mont08400 Vouziers ,49.392128,4.688298,https://fd13-courses.leclercdrive.fr/magasin-010811-010811-vouziers.aspx,http://maps.google.fr/maps?q=49.392128,4.688298
300,Leclerc,59,Leclerc Aulnoye-Aymeries,Leclerc_Aulnoye-Aymeries, 59620 Aulnoye-Aymeries , Rue Jean Catelas 59620 Aulnoye-Aymeries ,50.19825,3.84825,https://fd6-courses.leclercdrive.fr/magasin-225901-225901-aulnoye-aymeries.aspx,http://maps.google.fr/maps?q=50.19825,3.84825
301,Leclerc,51,Leclerc Fagnières,Leclerc_Fagnières, 51510 Fagnières , Route d'Epernay 51510 Fagnières ,48.95825,4.315395,https://fd14-courses.leclercdrive.fr/magasin-055121-055121-fagnieres.aspx,http://maps.google.fr/maps?q=48.95825,4.315395
302,Leclerc,02,Leclerc Hirson,Leclerc_Hirson, 02500 Hirson , 164 avenue des Champs Elysées 02500 Hirson ,49.907896,4.091163,https://fd9-courses.leclercdrive.fr/magasin-080201-080201-hirson.aspx,http://maps.google.fr/maps?q=49.907896,4.091163
303,Leclerc,59,Leclerc Lille-Fives,Leclerc_Lille-Fives, 59800 Lille Fives , 94 Rue De Lannoy59800 Lille Fives ,50.6337332,3.0984756,https://fd6-courses.leclercdrive.fr/magasin-125901-125901-lille-fives.aspx,http://maps.google.fr/maps?q=50.6337332,3.0984756
304,Leclerc,59,Leclerc Orchies - Carrière Dorée,Leclerc_Orchies_-_Carrière_Dorée, 59310 Orchies , 14 Carrière Dorée 59310 Orchies ,50.47612,3.23202,https://fd12-courses.leclercdrive.fr/magasin-245901-245901-orchies---carriere-doree.aspx,http://maps.google.fr/maps?q=50.47612,3.23202
305,Leclerc,59,Leclerc Orchies - parking E.Leclerc,Leclerc_Orchies_-_parking_E.Leclerc, 59310 Orchies , Rue Claude Jean 59310 Orchies ,50.47034,3.24773,https://fd12-courses.leclercdrive.fr/magasin-245902-245902-orchies---parking-eleclerc.aspx,http://maps.google.fr/maps?q=50.47034,3.24773
306,Leclerc,59,Leclerc Relais Aulnoy-Lez-Valenciennes,Leclerc_Relais_Aulnoy-Lez-Valenciennes, 59300 Aulnoy-Lez-Valenciennes , 10-16 Rue Michel Moriamez 59300 Aulnoy-Lez-Valenciennes ,50.330357,3.512593,https://fd2-courses.leclercdrive.fr/magasin-255902-255902-relais-aulnoy-lez-valenciennes.aspx,http://maps.google.fr/maps?q=50.330357,3.512593
307,Leclerc,51,Leclerc Relais Cormontreuil,Leclerc_Relais_Cormontreuil, 51350 Cormontreuil , 5 Avenue des Goisses 51350 Cormontreuil ,49.215804,4.058399,https://fd10-courses.leclercdrive.fr/magasin-085114-085114-relais-cormontreuil.aspx,http://maps.google.fr/maps?q=49.215804,4.058399
308,Leclerc,55,Leclerc Relais Fains-Véel,Leclerc_Relais_Fains-Véel, 55000 Fains-Véel , 8 Rue de la Verrerie 55000 Fains-Véel ,48.795766,5.123057,https://fd6-courses.leclercdrive.fr/magasin-015503-015503-relais-fains-veel.aspx,http://maps.google.fr/maps?q=48.795766,5.123057
309,Leclerc,51,Leclerc Relais Farman - Croix Blandin,Leclerc_Relais_Farman_-_Croix_Blandin, 51100 Reims , 2 Rue Marie Marvingt 51100 Reims ,49.24369,4.07551,https://fd10-courses.leclercdrive.fr/magasin-085102-085102-relais-farman---croix-blandin.aspx,http://maps.google.fr/maps?q=49.24369,4.07551
