index,supermarket,department,nom_drive,nom_driveUrl,city,adresse,latitude,longitude,lien_drive,lien_coord
442,Leclerc,60,Leclerc Pont-Sainte-Maxence,Leclerc_Pont-Sainte-Maxence, 60700 PONT SAINTE MAXENCE , Avenue d'Auvelais60700 PONT SAINTE MAXENCE ,49.317261,2.611078,https://fd8-courses.leclercdrive.fr/magasin-076001-076001-pont-sainte-maxence.aspx,http://maps.google.fr/maps?q=49.317261,2.611078
443,Leclerc,80,Leclerc Relais Abbeville,Leclerc_Relais_Abbeville, 80100 Abbeville , 18 Boulevard de la République 80100 Abbeville ,50.1115,1.83823,https://fd16-courses.leclercdrive.fr/magasin-078003-078003-relais-abbeville.aspx,http://maps.google.fr/maps?q=50.1115,1.83823
444,Leclerc,80,Leclerc Relais Amiens-Centre,Leclerc_Relais_Amiens-Centre, 80000 Amiens , 12 Rue Gresset 80000 Amiens ,49.89428,2.29414,https://fd5-courses.leclercdrive.fr/magasin-048022-048022-relais-amiens-centre.aspx,http://maps.google.fr/maps?q=49.89428,2.29414
445,Leclerc,80,Leclerc Relais Flixecourt,Leclerc_Relais_Flixecourt, 80420 Flixecourt , 26 Rue Georges Clémenceau 80420 Flixecourt ,50.01763,2.08224,https://fd16-courses.leclercdrive.fr/magasin-078002-078002-relais-flixecourt.aspx,http://maps.google.fr/maps?q=50.01763,2.08224
446,Leclerc,60,Leclerc Relais Lamorlaye,Leclerc_Relais_Lamorlaye, 60260 Lamorlaye , 52 - 54 Rue Michel Bléré 60260 Lamorlaye ,49.15477,2.44284,https://fd8-courses.leclercdrive.fr/magasin-026003-026003-relais-lamorlaye.aspx,http://maps.google.fr/maps?q=49.15477,2.44284
447,Leclerc,60,Leclerc Relais Liancourt,Leclerc_Relais_Liancourt, 60140 Liancourt , Rue du Général de Gaulle 60140 Liancourt ,49.32659,2.46348,https://fd9-courses.leclercdrive.fr/magasin-056012-056012-relais-liancourt.aspx,http://maps.google.fr/maps?q=49.32659,2.46348
448,Leclerc,60,Leclerc Ribécourt,Leclerc_Ribécourt, 60170 Ribécourt-Dreslincourt  , 44 ZAC de la Grérie 60170 Ribécourt-Dreslincourt,49.51647,2.92844,https://fd13-courses.leclercdrive.fr/magasin-176002-176002-ribecourt.aspx,http://maps.google.fr/maps?q=49.51647,2.92844
449,Leclerc,59,Leclerc Valenciennes,Leclerc_Valenciennes, 59300 Valenciennes , Rue Ernest Macarez 59300 Valenciennes ,50.374143,3.538606,https://fd2-courses.leclercdrive.fr/magasin-255901-255901-valenciennes.aspx,http://maps.google.fr/maps?q=50.374143,3.538606
450,Leclerc,59,Leclerc Bailleul,Leclerc_Bailleul, 59270 Bailleul , Avenue des Nations Unies 59270 Bailleul ,50.725,2.739722,https://fd2-courses.leclercdrive.fr/magasin-115902-115902-bailleul.aspx,http://maps.google.fr/maps?q=50.725,2.739722
451,Leclerc,59,Leclerc Bellaing,Leclerc_Bellaing, 59135 Bellaing , Lieu-dit Le Berger 59135 Bellaing ,50.36512,3.432922,https://fd2-courses.leclercdrive.fr/magasin-145912-145912-bellaing.aspx,http://maps.google.fr/maps?q=50.36512,3.432922
452,Leclerc,59,Leclerc Cambrai,Leclerc_Cambrai, 59400 Cambrai , 3 Rue du chateau de Selles 59400 Cambrai ,50.1821458,3.2279125,https://fd3-courses.leclercdrive.fr/magasin-065901-065901-cambrai.aspx,http://maps.google.fr/maps?q=50.1821458,3.2279125
453,Leclerc,59,Leclerc Caudry,Leclerc_Caudry, 59540 Caudry , Boulevard du 8 mai 1945 59540 Caudry ,50.12812,3.42706,https://fd3-courses.leclercdrive.fr/magasin-065903-065903-caudry.aspx,http://maps.google.fr/maps?q=50.12812,3.42706
454,Leclerc,59,Leclerc Dunkerque - Centre Marine,Leclerc_Dunkerque_-_Centre_Marine, 59140 Dunkerque , 24 Rue des Fusiliers Marins 59140 Dunkerque ,51.034889,2.372756,https://fd14-courses.leclercdrive.fr/magasin-155902-155902-dunkerque---centre-marine.aspx,http://maps.google.fr/maps?q=51.034889,2.372756
455,Leclerc,59,Leclerc Fretin - CRT Lesquin,Leclerc_Fretin_-_CRT_Lesquin, 59273 Fretin , Boulevard du Petit Quinquin 59273 Fretin ,50.576935,3.123603,https://fd8-courses.leclercdrive.fr/magasin-085901-085901-fretin---crt-lesquin.aspx,http://maps.google.fr/maps?q=50.576935,3.123603
456,Leclerc,59,Leclerc Hallennes-Lez-Haubourdin,Leclerc_Hallennes-Lez-Haubourdin, 59320 Hallennes Lez Haubourdin , 7 Rue Colette 59320 Hallennes Lez Haubourdin ,50.60434,2.95294,https://fd16-courses.leclercdrive.fr/magasin-185901-185901-hallennes-lez-haubourdin.aspx,http://maps.google.fr/maps?q=50.60434,2.95294
457,Leclerc,59,Leclerc Hazebrouck,Leclerc_Hazebrouck, 59190 Hazebrouck , 103 rue du milieu 59190 Hazebrouck ,50.7139171,2.5507328,https://fd5-courses.leclercdrive.fr/magasin-055901-055901-hazebrouck.aspx,http://maps.google.fr/maps?q=50.7139171,2.5507328
458,Leclerc,59,Leclerc Hem-Avenue de l'Europe,Leclerc_Hem-Avenue_de_l'Europe, 59510 Hem , Rue Colbert 59510 Hem ,50.6652695,3.1806265,https://fd5-courses.leclercdrive.fr/magasin-095904-095904-hem-avenue-de-leurope.aspx,http://maps.google.fr/maps?q=50.6652695,3.1806265
459,Leclerc,59,Leclerc Lieu-Saint-Amand  Bouchain,Leclerc_Lieu-Saint-Amand__Bouchain, 59111 Lieu-Saint-Amand , 55 Avenue de Bouchain 59111 Lieu-Saint-Amand ,50.275967,3.32928,https://fd12-courses.leclercdrive.fr/magasin-795901-795901-lieu-saint-amand-bouchain.aspx,http://maps.google.fr/maps?q=50.275967,3.32928
460,Leclerc,59,Leclerc Lomme,Leclerc_Lomme, 59160 Lomme , 109 rue des Fusillés 59160 Lomme ,50.639088,2.969656,https://fd2-courses.leclercdrive.fr/magasin-115903-115903-lomme.aspx,http://maps.google.fr/maps?q=50.639088,2.969656
461,Leclerc,59,Leclerc Loon Plage - Grande Synthe,Leclerc_Loon_Plage_-_Grande_Synthe, 59279 Loon Plage , Rue du Canton du Cailloutis 59279 Loon Plage ,50.993818,2.203757,https://fd14-courses.leclercdrive.fr/magasin-155901-155901-loon-plage---grande-synthe.aspx,http://maps.google.fr/maps?q=50.993818,2.203757
462,Leclerc,59,Leclerc Neuville-en-Ferrain,Leclerc_Neuville-en-Ferrain, 59960 Neuville-en-Ferrain , Rue Reckem 59960 Neuville-en-Ferrain ,50.75697,3.162526,https://fd5-courses.leclercdrive.fr/magasin-095903-095903-neuville-en-ferrain.aspx,http://maps.google.fr/maps?q=50.75697,3.162526
463,Leclerc,59,Leclerc Nieppe,Leclerc_Nieppe, 59850 Nieppe , ZI Les Trois Tilleuls 59850 Nieppe ,50.684414,2.843485,https://fd2-courses.leclercdrive.fr/magasin-115901-115901-nieppe.aspx,http://maps.google.fr/maps?q=50.684414,2.843485
464,Leclerc,59,Leclerc Proville,Leclerc_Proville, 59267 Proville , 30 Rue Jean Jacques Rousseau 59267 Proville ,50.151696,3.219402,https://fd3-courses.leclercdrive.fr/magasin-065902-065902-proville.aspx,http://maps.google.fr/maps?q=50.151696,3.219402
465,Leclerc,59,Leclerc Quaedypre - Bergues,Leclerc_Quaedypre_-_Bergues, 59380 Quaëdypre , 5 route nationale 59380 Quaëdypre ,50.954541,2.434105,https://fd14-courses.leclercdrive.fr/magasin-215901-215901-quaedypre---bergues.aspx,http://maps.google.fr/maps?q=50.954541,2.434105
466,Leclerc,59,Leclerc Raismes  Petite-forêt,Leclerc_Raismes__Petite-forêt, 59590 Raismes  , Chemin départemental 70 59590 Raismes,50.385811,3.487129,https://fd2-courses.leclercdrive.fr/magasin-145911-145911-raismes-petite-foret.aspx,http://maps.google.fr/maps?q=50.385811,3.487129
467,Leclerc,59,Leclerc Relais  Loos Lez Lille,Leclerc_Relais__Loos_Lez_Lille, 59120 LOOS LEZ LILLE , 67 Rue Paul Doumer 59120 LOOS LEZ LILLE ,50.6023799,3.0399218,https://fd6-courses.leclercdrive.fr/magasin-175902-175902-relais-loos-lez-lille.aspx,http://maps.google.fr/maps?q=50.6023799,3.0399218
468,Leclerc,59,Leclerc Relais Douai - Place Carnot,Leclerc_Relais_Douai_-_Place_Carnot, 59500 Douai , 117 Place Carnot 59500 Douai ,50.3722979,3.0860454,https://fd5-courses.leclercdrive.fr/magasin-035903-035903-relais-douai---place-carnot.aspx,http://maps.google.fr/maps?q=50.3722979,3.0860454
469,Leclerc,59,Leclerc Relais Piéton Lille Lion d'Or,Leclerc_Relais_Piéton_Lille_Lion_d'Or, 59800 Lille , 2 Place Louise de Bettignies 59800 Lille ,50.640432,3.064577,https://fd8-courses.leclercdrive.fr/magasin-085904-085904-relais-pieton-lille-lion-dor.aspx,http://maps.google.fr/maps?q=50.640432,3.064577
470,Leclerc,59,Leclerc Relais Piéton Lille Molinel,Leclerc_Relais_Piéton_Lille_Molinel, 59000 Lille , 42 Rue du Molinel 59000 Lille ,50.634936,3.068805,https://fd8-courses.leclercdrive.fr/magasin-085905-085905-relais-pieton-lille-molinel.aspx,http://maps.google.fr/maps?q=50.634936,3.068805
471,Leclerc,59,Leclerc Relais Piéton Lille Solférino,Leclerc_Relais_Piéton_Lille_Solférino, 59000 Lille , 107 Rue Solférino 59000 Lille ,50.631053,3.055258,https://fd8-courses.leclercdrive.fr/magasin-085906-085906-relais-pieton-lille-solferino.aspx,http://maps.google.fr/maps?q=50.631053,3.055258
472,Leclerc,59,Leclerc Rosendael,Leclerc_Rosendael, 59240 Rosendael/Dunkerque , Rue des Oyats 59240 Rosendael/Dunkerque ,51.045554,2.4143,https://fd14-courses.leclercdrive.fr/magasin-155903-155903-rosendael.aspx,http://maps.google.fr/maps?q=51.045554,2.4143
473,Leclerc,59,Leclerc Saint-Amand-les-Eaux,Leclerc_Saint-Amand-les-Eaux, 59230 Saint-Amand Les Eaux , Z.A mont des Bruyères 59230 Saint-Amand Les Eaux ,50.435983,3.439987,https://fd3-courses.leclercdrive.fr/magasin-105901-105901-saint-amand-les-eaux.aspx,http://maps.google.fr/maps?q=50.435983,3.439987
474,Leclerc,59,Leclerc Saint-Amand-les-Eaux - Gare,Leclerc_Saint-Amand-les-Eaux_-_Gare, 59230 Saint-Amand-les-Eaux , 46 Rue du 2 Septembre 1944 59230 Saint-Amand-les-Eaux ,50.446841,3.418432,https://fd3-courses.leclercdrive.fr/magasin-105902-105902-saint-amand-les-eaux---gare.aspx,http://maps.google.fr/maps?q=50.446841,3.418432
475,Leclerc,59,Leclerc Seclin Lorival,Leclerc_Seclin_Lorival, 59113 Seclin , 15 rue Lorival zone industrielle 59113 Seclin ,50.561714,3.030747,https://fd6-courses.leclercdrive.fr/magasin-175901-175901-seclin-lorival.aspx,http://maps.google.fr/maps?q=50.561714,3.030747
476,Leclerc,59,Leclerc Templeuve,Leclerc_Templeuve, 59242 Templeuve , 13 Rue du Maresquel 59242 Templeuve ,50.522,3.1748,https://fd8-courses.leclercdrive.fr/magasin-085903-085903-templeuve.aspx,http://maps.google.fr/maps?q=50.522,3.1748
477,Leclerc,59,Leclerc Thiant,Leclerc_Thiant, 59224 Thiant , 13 Rue du 19 Mars 1962 59224 Thiant ,50.302014,3.442926,https://fd12-courses.leclercdrive.fr/magasin-795902-795902-thiant.aspx,http://maps.google.fr/maps?q=50.302014,3.442926
478,Leclerc,59,Leclerc Villeneuve-d'Ascq,Leclerc_Villeneuve-d'Ascq, 59650 Villeneuve-d'Ascq , 35 rue de la cimaise 59650 Villeneuve-d'Ascq ,50.64162,3.147964,https://fd8-courses.leclercdrive.fr/magasin-085902-085902-villeneuve-dascq.aspx,http://maps.google.fr/maps?q=50.64162,3.147964
479,Leclerc,59,Leclerc Wattrelos,Leclerc_Wattrelos, 59150 Wattrelos , Rue Carnot 59150 Wattrelos ,50.698615,3.208493,https://fd5-courses.leclercdrive.fr/magasin-095902-095902-wattrelos.aspx,http://maps.google.fr/maps?q=50.698615,3.208493
480,Leclerc,59,Leclerc Waziers  Douai,Leclerc_Waziers__Douai, 59119 Waziers , 196B route de Tournai 59119 Waziers ,50.392337,3.10926,https://fd5-courses.leclercdrive.fr/magasin-035902-035902-waziers-douai.aspx,http://maps.google.fr/maps?q=50.392337,3.10926
481,Leclerc,62,Leclerc Bapaume - Pas de Calais,Leclerc_Bapaume_-_Pas_de_Calais, 62450 Bapaume , Lieu-dit la fabrique à sucre 62450 Bapaume ,50.103304,2.868642,https://fd5-courses.leclercdrive.fr/magasin-048011-048011-bapaume---pas-de-calais.aspx,http://maps.google.fr/maps?q=50.103304,2.868642
482,Leclerc,62,Leclerc Blendecques,Leclerc_Blendecques, 62575 Blendecques , Rue Léo Lagrange 62575 Blendecques ,50.713336,2.25018,https://fd8-courses.leclercdrive.fr/magasin-096202-096202-blendecques.aspx,http://maps.google.fr/maps?q=50.713336,2.25018
483,Leclerc,62,Leclerc Carvin,Leclerc_Carvin, 62220 Carvin , Route de Provin 62220 Carvin ,50.496326,2.946948,https://fd16-courses.leclercdrive.fr/magasin-036201-036201-carvin.aspx,http://maps.google.fr/maps?q=50.496326,2.946948
484,Leclerc,62,Leclerc Dainville,Leclerc_Dainville, 62000 Dainville , 18 bis route de Doullens 62000 Dainville ,50.271227,2.716284,https://fd9-courses.leclercdrive.fr/magasin-086201-086201-dainville.aspx,http://maps.google.fr/maps?q=50.271227,2.716284
485,Leclerc,62,Leclerc Etaples-sur-MerLe Touquet,Leclerc_Etaples-sur-MerLe_Touquet, 62630 Etaples-sur-Mer , CD 940 62630 Etaples-sur-Mer ,50.526844,1.627248,https://fd12-courses.leclercdrive.fr/magasin-166201-166201-etaples-sur-merle-touquet.aspx,http://maps.google.fr/maps?q=50.526844,1.627248
486,Leclerc,62,Leclerc Fresnes - Val de Scarpe,Leclerc_Fresnes_-_Val_de_Scarpe, 62490 Fresnes-lès-Montauban , 5000 Carrefour de l'Artois 62490 Fresnes-lès-Montauban ,50.334457,2.925445,https://fd6-courses.leclercdrive.fr/magasin-076202-076202-fresnes---val-de-scarpe.aspx,http://maps.google.fr/maps?q=50.334457,2.925445
487,Leclerc,62,Leclerc Lillers,Leclerc_Lillers, 62190 Lillers , 1 boulevard de la Liberté 62190 Lillers ,50.593174,2.411766,https://fd6-courses.leclercdrive.fr/magasin-176201-176201-lillers.aspx,http://maps.google.fr/maps?q=50.593174,2.411766
488,Leclerc,62,Leclerc Lumbres,Leclerc_Lumbres, 62380 Lumbres , ZAC des Sars 62380 Lumbres ,50.71297,2.110641,https://fd8-courses.leclercdrive.fr/magasin-096204-096204-lumbres.aspx,http://maps.google.fr/maps?q=50.71297,2.110641
489,Leclerc,60,Leclerc Beauvais,Leclerc_Beauvais, 60000 Beauvais , 7 Avenue Descartes 60000 Beauvais ,49.4092408,2.1150076,https://fd9-courses.leclercdrive.fr/magasin-056001-056001-beauvais.aspx,http://maps.google.fr/maps?q=49.4092408,2.1150076
490,Leclerc,60,Leclerc Breteuil,Leclerc_Breteuil, 60120 Breteuil , Rue d'Amiens 60120 Breteuil ,49.641157,2.280242,https://fd9-courses.leclercdrive.fr/magasin-196001-196001-breteuil.aspx,http://maps.google.fr/maps?q=49.641157,2.280242
491,Leclerc,60,Leclerc Plessis,Leclerc_Plessis, 60330 Le Plessis Belleville , Route de Paris 60330 Le Plessis Belleville ,49.097138,2.747612,https://fd1-courses.leclercdrive.fr/magasin-146001-146001-plessis.aspx,http://maps.google.fr/maps?q=49.097138,2.747612
492,Leclerc,60,Leclerc Saint-Just-en-Chaussée,Leclerc_Saint-Just-en-Chaussée, 60130 Saint-Just-en-Chaussée , 143 rue de Paris 60130 Saint-Just-en-Chaussée ,49.4990088,2.4397517,https://fd14-courses.leclercdrive.fr/magasin-036001-036001-saint-just-en-chaussee.aspx,http://maps.google.fr/maps?q=49.4990088,2.4397517
493,Leclerc,60,Leclerc Senlis,Leclerc_Senlis, 60300 Senlis , 5-7 avenue Eugène Gazeau 60300 Senlis ,49.2067906,2.6009872,https://fd9-courses.leclercdrive.fr/magasin-056011-056011-senlis.aspx,http://maps.google.fr/maps?q=49.2067906,2.6009872
494,Leclerc,60,Leclerc Thourotte,Leclerc_Thourotte, 60150 Thourotte , Avenue du Gros Grelot 60150 Thourotte ,49.4825129,2.86955595,https://fd13-courses.leclercdrive.fr/magasin-176001-176001-thourotte.aspx,http://maps.google.fr/maps?q=49.4825129,2.86955595
495,Leclerc,60,Leclerc Tillé,Leclerc_Tillé, 60000 Tillé , Avenue des Censives 60000 Tillé ,49.45510095,2.0964949,https://fd9-courses.leclercdrive.fr/magasin-056021-056021-tille.aspx,http://maps.google.fr/maps?q=49.45510095,2.0964949
496,Leclerc,76,Leclerc Bois Guillaume,Leclerc_Bois_Guillaume, 76230 Bois Guillaume , 4470 Route de Neufchatel 76230 Bois Guillaume ,49.480868,1.131098,https://fd3-courses.leclercdrive.fr/magasin-127611-127611-bois-guillaume.aspx,http://maps.google.fr/maps?q=49.480868,1.131098
497,Leclerc,27,Leclerc Gisors,Leclerc_Gisors, 27140 Gisors , 14 rue Gustave Eiffel 27140 Gisors ,49.261811,1.787338,https://fd7-courses.leclercdrive.fr/magasin-126001-126001-gisors.aspx,http://maps.google.fr/maps?q=49.261811,1.787338
498,Leclerc,95,Leclerc Groslay,Leclerc_Groslay, 95410 Groslay , 20 rue de Sarcelles 95410 Groslay ,48.9838567,2.3644615,https://fd7-courses.leclercdrive.fr/magasin-179511-179511-groslay.aspx,http://maps.google.fr/maps?q=48.9838567,2.3644615
499,Leclerc,95,Leclerc Herblay,Leclerc_Herblay, 95220 Herblay-sur-Seine , 80 Avenue de la libération 95220 Herblay-sur-Seine ,49.00416667,2.19027778,https://fd10-courses.leclercdrive.fr/magasin-169501-169501-herblay.aspx,http://maps.google.fr/maps?q=49.00416667,2.19027778
500,Leclerc,95,Leclerc L'isle-Adam,Leclerc_L'isle-Adam, 95290 L'isle-Adam , Rue de Niemen 95290 L'isle-Adam ,49.12576,2.249697,https://fd9-courses.leclercdrive.fr/magasin-029501-029501-lisle-adam.aspx,http://maps.google.fr/maps?q=49.12576,2.249697
501,Leclerc,95,Leclerc Magny-en-Vexin,Leclerc_Magny-en-Vexin, 95420 Magny-en-Vexin , Rue Ampère - Rue Copernic 95420 Magny-en-Vexin ,49.145725,1.786984,https://fd7-courses.leclercdrive.fr/magasin-126011-126011-magny-en-vexin.aspx,http://maps.google.fr/maps?q=49.145725,1.786984
502,Leclerc,80,Leclerc Montdidier,Leclerc_Montdidier, 80500 Montdidier , La Roseraie 80500 Montdidier ,49.647861,2.589877,https://fd12-courses.leclercdrive.fr/magasin-028001-028001-montdidier.aspx,http://maps.google.fr/maps?q=49.647861,2.589877
503,Leclerc,76,Leclerc Neufchâtel-en-Bray,Leclerc_Neufchâtel-en-Bray, 76270 Neufchâtel-en-Bray , 12 rue de la Grande Flandre 76270 Neufchâtel-en-Bray ,49.733772,1.43216,https://fd14-courses.leclercdrive.fr/magasin-067601-067601-neufchatel-en-bray.aspx,http://maps.google.fr/maps?q=49.733772,1.43216
504,Leclerc,95,Leclerc OsnyPontoise,Leclerc_OsnyPontoise, 95520 Osny , Chemin des Hayettes 95520 Osny ,49.067329,2.08958,https://fd7-courses.leclercdrive.fr/magasin-089501-089501-osnypontoise.aspx,http://maps.google.fr/maps?q=49.067329,2.08958
505,Leclerc,95,Leclerc Relais Enghien-Les-Bains,Leclerc_Relais_Enghien-Les-Bains, 95880 Enghien-Les-Bains , 4 Place de Verdun 95880 Enghien-Les-Bains ,48.96850395,2.31009671,https://fd9-courses.leclercdrive.fr/magasin-099323-099323-relais-enghien-les-bains.aspx,http://maps.google.fr/maps?q=48.96850395,2.31009671
506,Leclerc,76,Leclerc Relais Neuville-Les-Dieppe,Leclerc_Relais_Neuville-Les-Dieppe, 76370 Neuville-Les-Dieppe , 16 Rue Aristide Briand 76370 Neuville-Les-Dieppe ,49.92912,1.10065,https://fd6-courses.leclercdrive.fr/magasin-087602-087602-relais-neuville-les-dieppe.aspx,http://maps.google.fr/maps?q=49.92912,1.10065
507,Leclerc,95,Leclerc Relais Pontoise,Leclerc_Relais_Pontoise, 95500 Pontoise , 28 Rue Séré Depoin 95500 Pontoise ,49.047987,2.096498,https://fd7-courses.leclercdrive.fr/magasin-089503-089503-relais-pontoise.aspx,http://maps.google.fr/maps?q=49.047987,2.096498
508,Leclerc,76,Leclerc Relais Rouen - Armand Carrel,Leclerc_Relais_Rouen_-_Armand_Carrel, 76000 Rouen , 52-54 Rue Armand Carrel 76000 Rouen ,49.44091,1.10266,https://fd9-courses.leclercdrive.fr/magasin-177605-177605-relais-rouen---armand-carrel.aspx,http://maps.google.fr/maps?q=49.44091,1.10266
509,Leclerc,95,Leclerc Relais Saint-Prix,Leclerc_Relais_Saint-Prix, 95390 Saint-Prix , 77 Rue d'Ermont95390 Saint-Prix ,49.0035,2.26049,https://fd13-courses.leclercdrive.fr/magasin-109502-109502-relais-saint-prix.aspx,http://maps.google.fr/maps?q=49.0035,2.26049
510,Leclerc,76,Leclerc Saint-Léonard,Leclerc_Saint-Léonard, 76400 Saint-Léonard , 2010 Route du Havre 76400 Saint-Léonard ,49.725,0.366,https://fd14-courses.leclercdrive.fr/magasin-217602-217602-saint-leonard.aspx,http://maps.google.fr/maps?q=49.725,0.366
511,Leclerc,95,Leclerc Saint-Leu-la-Forêt,Leclerc_Saint-Leu-la-Forêt, 95320 Saint-Leu-la-Forêt , 193 Boulevard André Brémont 95320 Saint-Leu-la-Forêt ,49.0046854,2.249886,https://fd13-courses.leclercdrive.fr/magasin-109501-109501-saint-leu-la-foret.aspx,http://maps.google.fr/maps?q=49.0046854,2.249886
512,Leclerc,95,Leclerc Saint-Witz,Leclerc_Saint-Witz, 95470 Saint-Witz , 2 avenue de la Pépinière 95470 Saint-Witz ,49.090467,2.526844,https://fd12-courses.leclercdrive.fr/magasin-156001-156001-saint-witz.aspx,http://maps.google.fr/maps?q=49.090467,2.526844
513,Leclerc,62,Leclerc Aire-Sur-La-Lys,Leclerc_Aire-Sur-La-Lys, 62120 Aire-sur-la-Lys , Rue de Constantinople 62120 Aire-sur-la-Lys ,50.637711,2.415089,https://fd6-courses.leclercdrive.fr/magasin-176202-176202-aire-sur-la-lys.aspx,http://maps.google.fr/maps?q=50.637711,2.415089
514,Leclerc,62,Leclerc Attin  Montreuil-sur-Mer,Leclerc_Attin__Montreuil-sur-Mer, 62170 Attin , RN 39 62170 Attin ,50.482432,1.75682,https://fd16-courses.leclercdrive.fr/magasin-056201-056201-attin-montreuil-sur-mer.aspx,http://maps.google.fr/maps?q=50.482432,1.75682
515,Leclerc,62,E.Leclerc RELAIS Barlin,E.Leclerc_RELAIS_Barlin, 62620 Barlin , Place Roger Salengro 62620 Barlin ,50.45932,2.61472,https://fd5-courses.leclercdrive.fr/magasin-026211-001042-fouquieres-les-bethune.aspx,http://maps.google.fr/maps?q=50.45932,2.61472
516,Leclerc,62,E.Leclerc RELAIS Beaurainville,E.Leclerc_RELAIS_Beaurainville, 62990 Beaurainville , Garage Cornuel 62990 Beaurainville ,50.4207,1.88967,https://fd16-courses.leclercdrive.fr/magasin-056201-001056-attin-montreuil-sur-mer.aspx,http://maps.google.fr/maps?q=50.4207,1.88967
517,Leclerc,62,Leclerc Beuvry,Leclerc_Beuvry, 62660 Beuvry , Rue Lamendin 62660 Beuvry ,50.510998,2.684891,https://fd14-courses.leclercdrive.fr/magasin-126201-126201-beuvry.aspx,http://maps.google.fr/maps?q=50.510998,2.684891
518,Leclerc,62,Leclerc Brebières,Leclerc_Brebières, 62117 Brebières , 3 rue Jean Monnet 62117 Brebières ,50.342568,3.031835,https://fd5-courses.leclercdrive.fr/magasin-035901-035901-brebieres.aspx,http://maps.google.fr/maps?q=50.342568,3.031835
519,Leclerc,62,Leclerc Bruay,Leclerc_Bruay, 62700 Bruay La Buissière , Parc de la porte nord Secteur CHAUFOUR62700 Bruay La Buissière ,50.496599,2.584147,https://fd5-courses.leclercdrive.fr/magasin-026202-026202-bruay.aspx,http://maps.google.fr/maps?q=50.496599,2.584147
520,Leclerc,62,E.Leclerc RELAIS Campagne-lès-Hesdin,E.Leclerc_RELAIS_Campagne-lès-Hesdin, 62204 Campagne-lès-Hesdin , Salle des fêtes 62204 Campagne-lès-Hesdin ,50.39798,1.87764,https://fd16-courses.leclercdrive.fr/magasin-056201-001053-attin-montreuil-sur-mer.aspx,http://maps.google.fr/maps?q=50.39798,1.87764
521,Leclerc,62,E.Leclerc RELAIS Ecuires,E.Leclerc_RELAIS_Ecuires, 62170 Ecuires , Parking de la Piscine 62170 Ecuires ,50.4542,1.75759,https://fd16-courses.leclercdrive.fr/magasin-056201-001058-attin-montreuil-sur-mer.aspx,http://maps.google.fr/maps?q=50.4542,1.75759
522,Leclerc,62,Leclerc Fouquières-les-Béthune,Leclerc_Fouquières-les-Béthune, 62232 Fouquières les Béthune , Rue du Faubourg Saint Pry 62232 Fouquières les Béthune ,50.517184,2.62181,https://fd5-courses.leclercdrive.fr/magasin-026211-026211-fouquieres-les-bethune.aspx,http://maps.google.fr/maps?q=50.517184,2.62181
523,Leclerc,62,E.Leclerc RELAIS Fruges - Mairie,E.Leclerc_RELAIS_Fruges_-_Mairie, 62310 FRUGES , Place du Général de Gaulle 62310 FRUGES ,50.51371,2.134449,https://fd16-courses.leclercdrive.fr/magasin-056201-001026-attin-montreuil-sur-mer.aspx,http://maps.google.fr/maps?q=50.51371,2.134449
524,Leclerc,62,Leclerc Herlin-le-Sec,Leclerc_Herlin-le-Sec, 62130 Herlin-le-Sec , 159 Rue de Canteraine 62130 Herlin-le-Sec ,50.3655,2.333049,https://fd7-courses.leclercdrive.fr/magasin-186201-186201-herlin-le-sec.aspx,http://maps.google.fr/maps?q=50.3655,2.333049
525,Leclerc,62,Leclerc Leulinghem,Leclerc_Leulinghem, 62500 Leulinghem , Rue du Hongrie Porte du Littoral 62500 Leulinghem ,50.72333,2.17194,https://fd8-courses.leclercdrive.fr/magasin-096201-096201-leulinghem.aspx,http://maps.google.fr/maps?q=50.72333,2.17194
526,Leclerc,62,Leclerc Loison,Leclerc_Loison, 62218 Loison-sous-Lens , 193 route de Lille 62218 Loison-sous-Lens ,50.4475,2.8625,https://fd12-courses.leclercdrive.fr/magasin-046201-046201-loison.aspx,http://maps.google.fr/maps?q=50.4475,2.8625
527,Leclerc,62,E.Leclerc RELAIS Marconne,E.Leclerc_RELAIS_Marconne, 62140 Marconne , 74 rue du champ Sainte-Marie 62140 Marconne ,50.37066562,2.04515991,https://fd7-courses.leclercdrive.fr/magasin-186201-001008-herlin-le-sec.aspx,http://maps.google.fr/maps?q=50.37066562,2.04515991
528,Leclerc,62,E.Leclerc RELAIS Maresquel-Ecquemicourt,E.Leclerc_RELAIS_Maresquel-Ecquemicourt, 62990 MARESQUEL-ECQUEMICOURT , Face Mairie 62990 MARESQUEL-ECQUEMICOURT ,50.40906,1.93463,https://fd16-courses.leclercdrive.fr/magasin-056201-001027-attin-montreuil-sur-mer.aspx,http://maps.google.fr/maps?q=50.40906,1.93463
529,Leclerc,62,Leclerc Noeux-les-Mines,Leclerc_Noeux-les-Mines, 62290 Noeux-les-Mines , Rue Léon Blum 62290 Noeux-les-Mines ,50.476824,2.681152,https://fd5-courses.leclercdrive.fr/magasin-026201-026201-noeux-les-mines.aspx,http://maps.google.fr/maps?q=50.476824,2.681152
530,Leclerc,62,Leclerc Outreau,Leclerc_Outreau, 62230 Outreau , ZI de la Liane 62230 Outreau ,50.696594,1.609319,https://fd13-courses.leclercdrive.fr/magasin-066201-066201-outreau.aspx,http://maps.google.fr/maps?q=50.696594,1.609319
