,supermarket,department,nom_drive,nom_driveUrl,city,adresse,latitude,longitude,lien_drive,lien_coord
164,Casino,69,Casino #drive24/24 LYON Madeleine,Casino__drive24_24_LYON_Madeleine,69387 LYON,20 RUE DE LA MADELEINE 69387 LYON,45.74837,4.84792,http://www.casino.fr/ecommerce/GC-catalog/fr/WE69713/?moderetrait=ZC&depotIdPrl=D68942&depotIdRef=A69713,https://maps.google.com/maps?dirflg=d&daddr=45.74837%2C4.84792&hl=fr
165,Casino,69,Supermarché Casino Lyon Mermoz,Supermarche_Casino_Lyon_Mermoz,69388 LYON,105 AVENUE JEAN MERMOZ 69388 LYON,45.73205959,4.88297315,http://www.casino.fr/ecommerce/GC-catalog/fr/WE69995/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=45.73205959%2C4.88297315&hl=fr
166,Casino,69,Supermarché Casino Lyon Vaise,Supermarche_Casino_Lyon_Vaise,69389 LYON,74 76 RUE DE SAINT CYR 69389 LYON,45.78583632,4.80790817,http://www.casino.fr/ecommerce/GC-catalog/fr/WE69917/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=45.78583632%2C4.80790817&hl=fr
167,Casino,69,Supermarché Casino Mornant,Supermarche_Casino_Mornant,69141 MORNANT,RUE LOUIS GUILLAUMOND 69141 MORNANT,45.61935,4.67803,http://www.casino.fr/ecommerce/GC-catalog/fr/WE69739/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=45.61935%2C4.67803&hl=fr
168,Casino,69,Supermarché Casino NEUVILLE-SUR-SAONE,Supermarche_Casino_NEUVILLE-SUR-SAONE,69143 NEUVILLE SUR SAONE,4 6 RUE POLLET 69143 NEUVILLE SUR SAONE,45.876367,4.8434748,http://www.casino.fr/ecommerce/GC-catalog/fr/WEDXLOL/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=45.876367%2C4.8434748&hl=fr
169,Casino,69,Supermarché Casino Saint-Bonnet-De-Mure,Supermarche_Casino_Saint-Bonnet-De-Mure,69287 ST BONNET DE MURE,ROUTE NATIONALE 6 69287 ST BONNET DE MURE,45.69747152,5.02398788,http://www.casino.fr/ecommerce/GC-catalog/fr/WE69158/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=45.69747152%2C5.02398788&hl=fr
170,Casino,69,Supermarché Casino Vénissieux Vénissy,Supermarche_Casino_Venissieux_Venissy,69259 VENISSIEUX,RUE LOUNES MATOUB 69259 VENISSIEUX,45.6964352,4.8698129,http://www.casino.fr/ecommerce/GC-catalog/fr/WE69900/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=45.6964352%2C4.8698129&hl=fr
171,Casino,69,Casino #drive24/24 VILLEURBANNE Eni,Casino__drive24_24_VILLEURBANNE_Eni,69266 VILLEURBANNE,112B RUE LEON BLUM 69266 VILLEURBANNE,45.76021,4.90131,http://www.casino.fr/ecommerce/GC-catalog/fr/WE69713/?moderetrait=ZC&depotIdPrl=D68058&depotIdRef=A69713,https://maps.google.com/maps?dirflg=d&daddr=45.76021%2C4.90131&hl=fr
172,Casino,69,Casino #drive24/24 VILLEURBANNE Tolstoï,Casino__drive24_24_VILLEURBANNE_Tolstoi,69266 VILLEURBANNE,169 COURS TOLSTOI 69266 VILLEURBANNE,45.7598861,4.8873226,http://www.casino.fr/ecommerce/GC-catalog/fr/WE69713/?moderetrait=ZC&depotIdPrl=D68056&depotIdRef=A69713,https://maps.google.com/maps?dirflg=d&daddr=45.7598861%2C4.8873226&hl=fr
173,Casino,70,Supermarché Casino Arc-Les-Gray,Supermarche_Casino_Arc-Les-Gray,70026 ARC LES GRAY,AVENUE CHARLES COUYBA 70026 ARC LES GRAY,47.45170665,5.59029812,http://www.casino.fr/ecommerce/GC-catalog/fr/WE70552/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=47.45170665%2C5.59029812&hl=fr
174,Casino,71,Supermarché Casino MONTCEAU-LES-MINES,Supermarche_Casino_MONTCEAU-LES-MINES,71306 MONTCEAU LES MINES,BD DE LATTRE DE TASSIGNY 71306 MONTCEAU LES MINES,46.67706,4.369234,http://www.casino.fr/ecommerce/GC-catalog/fr/WE71831/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=46.67706%2C4.369234&hl=fr
175,Casino,71,Supermarché Casino TORCY-MONTCHANIN,Supermarche_Casino_TORCY-MONTCHANIN,71210 TORCY,1111 BOULEVARD DU 8 MAI 1945 71210 TORCY,46.78055449,4.44038254,http://www.casino.fr/ecommerce/GC-catalog/fr/WE71836/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=46.78055449%2C4.44038254&hl=fr
176,Casino,73,Supermarché Casino AIME,Supermarche_Casino_AIME,73006 AIME LA PLAGNE,AVENUE DE LA TARENTAISE 73006 AIME LA PLAGNE,45.5543989,6.6434099,http://www.casino.fr/ecommerce/GC-catalog/fr/WEDXGTK/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=45.5543989%2C6.6434099&hl=fr
182,Casino,73,Supermarché Casino Moutiers,Supermarche_Casino_Moutiers,73181 MOUTIERS TARENTAISE,446 AV XV JEUX OLYMPIQUES HIVER 73181 MOUTIERS TARENTAISE,45.4872,6.5307099,http://www.casino.fr/ecommerce/GC-catalog/fr/WE73399/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=45.4872%2C6.5307099&hl=fr
184,Casino,73,Supermarché Casino SAINT-JEAN-DE-MAURIENNE,Supermarche_Casino_SAINT-JEAN-DE-MAURIENNE,73248 ST JEAN DE MAURIENNE,RUE SAINT ANTOINE 73248 ST JEAN DE MAURIENNE,45.275403,6.344886,http://www.casino.fr/ecommerce/GC-catalog/fr/WE73242/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=45.275403%2C6.344886&hl=fr
185,Casino,74,Supermarché Casino Meythet,Supermarche_Casino_Meythet,74182 ANNECY,ROUTE DE FRANGY 74182 ANNECY,45.914298,6.092301,http://www.casino.fr/ecommerce/GC-catalog/fr/WE74680/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=45.914298%2C6.092301&hl=fr
196,Casino,74,Supermarché Casino PERS-JUSSY,Supermarche_Casino_PERS-JUSSY,74211 PERS JUSSY,240 IMPASSE DES CONTAMINES 74211 PERS JUSSY,46.1225257,6.26768782,http://www.casino.fr/ecommerce/GC-catalog/fr/WE74703/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=46.1225257%2C6.26768782&hl=fr
198,Casino,74,Supermarché Casino Thonon-Les-Bains,Supermarche_Casino_Thonon-Les-Bains,74281 THONON LES BAINS,AVENUE DU GENERAL DE GAULLE 74281 THONON LES BAINS,46.3698811,6.477535,http://www.casino.fr/ecommerce/GC-catalog/fr/WE74267/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=46.3698811%2C6.477535&hl=fr
199,Casino,75,Supermarché Casino Paris Chemin Vert,Supermarche_Casino_Paris_Chemin_Vert,75111 PARIS,20 RUE DU CHEMIN VERT 75111 PARIS,48.858182,2.3720725,http://www.casino.fr/ecommerce/GC-catalog/fr/WE75710/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=48.858182%2C2.3720725&hl=fr
203,Casino,77,Supermarché Casino MAGNY-LE-HONGRE,Supermarche_Casino_MAGNY-LE-HONGRE,77268 MAGNY LE HONGRE,RUE DES LABOURS 77268 MAGNY LE HONGRE,48.8674205,2.81239,http://www.casino.fr/ecommerce/GC-catalog/fr/WE77131/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=48.8674205%2C2.81239&hl=fr
207,Casino,82,Supermarché Casino Beaumont-De-Lomagne,Supermarche_Casino_Beaumont-De-Lomagne,82013 BEAUMONT DE LOMAGNE,ZA BORDEVIEILLE 82013 BEAUMONT DE LOMAGNE,43.879521,0.985079,http://www.casino.fr/ecommerce/GC-catalog/fr/WE82737/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=43.879521%2C0.985079&hl=fr
209,Casino,83,Supermarché Casino Brignoles,Supermarche_Casino_Brignoles,83170 BRIGNOLES,PRE DE PAQUES 83170 BRIGNOLES,43.41045321,6.06097254,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83642/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.41045321%2C6.06097254&hl=fr
210,Casino,83,Supermarché Casino Carqueiranne,Supermarche_Casino_Carqueiranne,83320 CARQUEIRANNE,QUARTIER ST VINCENT 83320 CARQUEIRANNE,43.09736989,6.07100986,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83887/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.09736989%2C6.07100986&hl=fr
211,Casino,83,Supermarché Casino Hyères Route des Iles,Supermarche_Casino_Hyeres_Route_des_Iles,83069 HYERES,AVENUE PIERRE RENAUDEL 83069 HYERES,43.10946307,6.12878095,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83969/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.10946307%2C6.12878095&hl=fr
212,Casino,83,Supermarché Casino LA LONDE VILLAGE,Supermarche_Casino_LA_LONDE_VILLAGE,83071 LA LONDE LES MAURES,ROUTE NATIONALE 98 83071 LA LONDE LES MAURES,43.13716998,6.2316088,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83252/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=43.13716998%2C6.2316088&hl=fr
213,Casino,83,Supermarché Casino La-Seyne-Sur-Mer Garibaldi,Supermarche_Casino_La-Seyne-Sur-Mer_Garibaldi,83126 LA SEYNE SUR MER,4 AVENUE GARIBALDI 83126 LA SEYNE SUR MER,43.09964586,5.88295929,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83607/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=43.09964586%2C5.88295929&hl=fr
214,Casino,83,Supermarché Casino Le Beausset,Supermarche_Casino_Le_Beausset,83330 LE BEAUSSET,LD STE MADELEINE 83330 LE BEAUSSET,43.20473049,5.82382695,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83501/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.20473049%2C5.82382695&hl=fr
215,Casino,83,Supermarché Casino LE-MUY,Supermarche_Casino_LE-MUY,83086 LE MUY,BOULEVARD DE LA LIBERATION 83086 LE MUY,43.4731004,6.57085692,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83475/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.4731004%2C6.57085692&hl=fr
216,Casino,83,Supermarché Casino Lorgues,Supermarche_Casino_Lorgues,83072 LORGUES,29 AVENUE DE TOULON 83072 LORGUES,43.4911042,6.35647609,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83148/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.4911042%2C6.35647609&hl=fr
218,Casino,83,Supermarché Casino SALERNES,Supermarche_Casino_SALERNES,83121 SALERNES,QUARTIER PELCOURT 83121 SALERNES,43.559142,6.2531273,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83150/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.559142%2C6.2531273&hl=fr
220,Casino,83,Supermarché Casino Sanary-Sur-Mer La Buge,Supermarche_Casino_Sanary-Sur-Mer_La_Buge,83123 SANARY SUR MER,84 CHEMIN DE LA BUGE 83123 SANARY SUR MER,43.12002457,5.80931512,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83269/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.12002457%2C5.80931512&hl=fr
222,Casino,83,Supermarché Casino Sollies Pont,Supermarche_Casino_Sollies_Pont,83130 SOLLIES PONT,10 ROND POINT DES ANDUES 83130 SOLLIES PONT,43.20405319,6.04746112,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83240/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.20405319%2C6.04746112&hl=fr
224,Casino,83,Supermarché Casino Toulon Port Marchand,Supermarche_Casino_Toulon_Port_Marchand,83137 TOULON,R COMMISSAIRE GENERAL FAYAL 83137 TOULON,43.11348887,5.93927408,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83999/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=43.11348887%2C5.93927408&hl=fr
225,Casino,83,Supermarché Casino Toulon Siblas,Supermarche_Casino_Toulon_Siblas,83137 TOULON,484 AVENUE DE SIBLAS 83137 TOULON,43.13043489,5.93787926,http://www.casino.fr/ecommerce/GC-catalog/fr/WE83151/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.13043489%2C5.93787926&hl=fr
226,Casino,84,Supermarché Casino Avignon - Drive et livraison INTRAMUROS,Supermarche_Casino_Avignon_-_Drive_et_livraison_INTRAMUROS,84007 AVIGNON,36 BOULEVARD LIMBERT 84007 AVIGNON,43.949945,4.819908,http://www.casino.fr/ecommerce/GC-catalog/fr/WE84982/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=43.949945%2C4.819908&hl=fr
228,Casino,85,Supermarché Casino SAINTE-HERMINE,Supermarche_Casino_SAINTE-HERMINE,85223 STE HERMINE,132 ROUTE DE NANTES 85223 STE HERMINE,46.561826,-1.059498,http://www.casino.fr/ecommerce/GC-catalog/fr/WE85767/?moderetrait=Z4,https://maps.google.com/maps?dirflg=d&daddr=46.561826%2C-1.059498&hl=fr
229,Casino,87,Supermarché Casino SAINT-MATHIEU,Supermarche_Casino_SAINT-MATHIEU,87440 ST MATHIEU,ROUTE DE LA METEORITE 87440 ST MATHIEU,45.7078,0.759534,http://www.casino.fr/ecommerce/GC-catalog/fr/WE87070/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=45.7078%2C0.759534&hl=fr
230,Casino,91,Casino Drive ARPAJON-Avrainville,Casino_Drive_ARPAJON-Avrainville,91630 AVRAINVILLE,1 ROUTE D ARPAJON 91630 AVRAINVILLE,48.574151,2.238999,http://www.casino.fr/casinoexpress_web/GC-catalog/fr/WE91062/?moderetrait=Z5,https://maps.google.com/maps?dirflg=d&daddr=48.574151%2C2.238999&hl=fr
235,Casino,95,Supermarché Casino Deuil-La-Barre,Supermarche_Casino_Deuil-La-Barre,95197 DEUIL LA BARRE,6 RUE CHARLES DE GAULLE 95197 DEUIL LA BARRE,48.9753286,2.3251181,http://www.casino.fr/ecommerce/GC-catalog/fr/WE95206/?moderetrait=Z2,https://maps.google.com/maps?dirflg=d&daddr=48.9753286%2C2.3251181&hl=fr
